"","V1","V2","V3"
"1",0.357867066131331,1.21224417905659,-328.195322095299
"2",0.523260399864331,0.62715169946398,-328.407531921261
"3",0.529714380754237,0.687619348454009,-327.590736772311
"4",0.994697249903807,0.304736459563926,-327.895160062967
"5",0.641161964896841,0.494135604397482,-328.475203275886
"6",0.49842652762607,0.547948477056949,-331.855789930217
"7",0.350403932257496,1.21998227300589,-328.186842643191
"8",0.469236716443337,0.781033988173267,-328.10211401007
"9",0.575612129739208,0.682640933712879,-328.61987055287
"10",0.376037378270172,1.27530278664647,-329.018354349117
"11",0.459504703994214,0.728060948185873,-328.27896455702
"12",0.57558197857954,0.580051762354115,-327.713794890071
"13",0.498528377326286,0.735758876364489,-328.061474182569
"14",1.34717728167259,0.210010994941744,-327.790015936326
"15",0.609997941547653,0.601769899066943,-328.415512860748
"","V1","V2","V3"
"1",0.632050109231356,0.572095663672538,-327.788785618624
"2",0.395996272438793,0.805215096509968,-330.042054250322
"3",0.432613506430972,0.994264764507664,-328.334894341059
"4",1.07234287471811,0.296818099807394,-328.048938834047
"5",0.923038158429204,0.336647382962081,-327.887595575892
"6",1.48809073474922,0.202233321033137,-327.687828519428
"7",1.1870383531347,0.262910734659657,-328.019284318471
"8",0.728821982964623,0.519506473708768,-329.048395749248
"9",0.547186775379056,0.562323571351362,-328.357743345022
"10",0.484113419308245,0.923001697048135,-328.951503480674
"11",0.52525772384513,0.639809416218745,-328.125834008786
"12",0.514492070795323,0.793625019099535,-328.67170586264
"13",0.341409528865095,1.3170075887357,-328.324108618022
"14",0.38050174644404,0.977464363962115,-328.8343847884
"15",0.445158429291417,0.780576226666536,-329.07262719433
"","V1","V2","V3"
"1",0.405612479353902,1.10603275774255,-329.644585261056
"2",0.932898049027154,0.315403118623733,-327.96399069703
"3",0.877094807654491,0.373384581753043,-328.110538887695
"4",0.467916028402901,0.734708068887743,-328.71894622608
"5",0.349595210795985,1.26262286062396,-328.295848183681
"6",0.489375642506963,0.777698459184642,-327.990137678965
"7",0.514239268892899,0.776017741946009,-328.089305396741
"8",0.819373000622054,0.362703552994754,-328.128907108026
"9",0.469240193933586,0.753069610732896,-328.038164693073
"10",0.795438584027061,0.420992812099838,-327.797421456525
