"","V1","V2","V3"
"1",0.520552844379928,0.721173980297631,-82.989031873841
"2",0.446494451864471,1.03665085055139,-82.7313987843783
"3",0.422156472541953,0.827589336783206,-82.8043400503091
"4",0.387399791884586,1.53400094626414,-83.8364970740864
"5",0.116887931778936,4.97472626736044,-85.3924672944215
"6",0.204473619903748,5.02782579344327,-82.8646645971655
"7",0.0938953954657663,26.0741488388608,-85.3064341682785
"8",0.124479925123378,8.71449300340699,-83.02512069533
"9",0.160477109220899,10.82064379463,-84.6008337563866
"10",0.259518294155257,1.54695760848848,-83.4868122476164
"11",0.476673109091115,1.08751796909731,-83.5654998791367
"12",0.224929893648631,4.12998806447525,-82.6665588360676
"13",0.157323642107191,10.199997134011,-83.4759065208003
"14",0.14965044506791,7.87442133304009,-82.4253027167834
"15",0.253268565350085,1.59303772798713,-83.4930273366851
"","V1","V2","V3"
"1",0.342267482890086,1.16783213351072,-82.7443375387808
"2",0.116440986204034,10.6648481666758,-82.1371216670242
"3",0.0768683761494985,177.72189236638,-86.0851873337664
"4",0.0937670867122357,19.6685908942096,-83.5938896269929
"5",0.164996305170453,5.41826280005385,-82.2984365656502
"6",0.250533892781615,3.71200666203351,-83.9911834808632
"7",0.120119671846615,11.3300494336927,-83.6873982011501
"8",0.147356268240624,10.3547773269098,-82.8352137209945
"9",0.0690988894286605,286.702686132265,-85.6205720218897
"10",0.064002902099374,389.673685248655,-85.8260344852945
"11",0.0584024396075384,935.956611325492,-86.3489981516445
"12",0.0327836962507795,3039.21329204263,-87.18183020009
"13",0.0456330632228783,997.772740967269,-87.3970938454138
"14",0.0444838980957257,1634.62729532186,-86.0032258402814
"15",0.0580522885658341,394.841245681965,-85.2810579988184
"","V1","V2","V3"
"1",0.129895415022804,14.5723008259138,-84.0297866267315
"2",0.19909254409267,5.08264559696665,-82.5011896896737
"3",0.0746377053623706,88.5825177253935,-84.3965036504348
"4",0.114367879236372,39.61296411676,-85.2416170463833
"5",0.0805957296284438,225.794791162588,-86.7300415815049
"6",0.0744956278126291,130.927642354812,-85.4428838025029
"7",0.107355845988508,13.1796185314291,-82.5977318085032
"8",0.258939029714622,1.52065978275034,-83.5835009665173
"9",0.0877734127710602,17.4199364123963,-83.8762107493933
"10",0.121156589946928,11.9695834500895,-83.0085478882461
"11",0.326839945794832,2.04469025194405,-82.8577321645373
