"","V1","V2","V3"
"1",0.511049500908501,7.91683516816107,-1930.96066520783
"2",0.473570146005225,11.0445037696977,-1931.78092399289
"3",0.510025877050031,7.09734591821291,-1932.77078081518
"4",0.597025000545048,6.41275285763231,-1930.6003214562
"5",0.523015504859782,8.73761228921894,-1931.13859128095
"6",0.480838792889317,10.2502882625324,-1929.87536605101
"7",0.583466957196702,6.17507391928274,-1931.08628711397
"8",0.513793750391371,8.9204857468525,-1931.01055356189
"9",0.565798057269162,7.34942417801011,-1932.23969422771
"10",0.531209493589931,7.97137128854772,-1929.71557903107
"11",0.54033362765473,6.96995649246417,-1931.1044053319
"12",0.596368620611349,5.94033177250908,-1930.28689133892
"13",0.499311375051259,9.53085354574612,-1928.937570796
"14",0.609773330826609,5.22833351154394,-1933.28704663078
"15",0.481485490209673,9.53758450502186,-1930.39833377383
"","V1","V2","V3"
"1",0.501027849411246,8.7293272060899,-1929.95024887103
"2",0.581597783947452,5.61359706144384,-1931.64435832661
"3",0.596285433615505,5.53316721977411,-1930.61318863173
"4",0.486599436621735,10.8889552412723,-1929.61561886015
"5",0.519756948298158,6.4645913097725,-1932.10378239829
"6",0.448120804707402,10.9199278548112,-1932.21807893329
"7",0.466733136998444,11.2418214591317,-1931.62277937039
"8",0.559749746733675,6.64569868934973,-1929.55028947933
"9",0.546692541503486,7.14303716724678,-1929.76059448725
"10",0.598389711462731,5.92485254754437,-1930.1623895856
"11",0.487244393346968,8.62150579679853,-1933.21304895953
"12",0.582025894921872,6.64905210010018,-1929.50708629601
"13",0.653493915866215,4.43456640821422,-1932.45062770594
"14",0.507645249697311,8.20844070361052,-1930.2760742543
"15",0.628614461719758,5.18339593167689,-1930.5618481018
"","V1","V2","V3"
"1",0.483662294007315,9.04098767971788,-1929.61711381193
"2",0.451956123104727,13.5323609263195,-1931.7707293468
"3",0.502746841050714,8.11983059507206,-1929.4353980967
"4",0.619870125190519,5.53078198751991,-1932.19530404729
"5",0.504234177906059,8.65874150495068,-1929.73766397204
"6",0.546243402321874,6.43517661340824,-1930.37308849178
"7",0.571085631888595,6.9649018920686,-1929.06907570771
"8",0.571085631888595,6.9649018920686,-1929.06907570771
"9",0.478562938925194,9.21535755656014,-1932.35471720805
"10",0.390972853910495,17.1335338066036,-1932.25069974119
"11",0.486830195541881,9.46467129152918,-1933.82189434535
"12",0.604515469499792,5.3827719254673,-1929.5751350248
"13",0.618174935692434,5.34121288979238,-1930.7363483615
"14",0.554638126483386,7.04364737149512,-1932.52336192125
"15",0.567540029931984,6.18027318208611,-1929.95623059562
"","V1","V2","V3"
"1",0.533802501810729,7.5425086699193,-1932.1045011732
"2",0.550866882268231,6.817802366153,-1929.5091264091
"3",0.528179972313838,8.03373628992929,-1930.06404319184
"4",0.501302609488889,8.61729655344017,-1930.41645630398
"5",0.518936001979717,8.53347894157413,-1930.30180528143
"6",0.546232334580855,6.87889899746036,-1930.72331553994
"7",0.62858504191934,5.38881773945751,-1930.97360533765
"8",0.537898919259701,6.97863796154548,-1929.82026597738
"9",0.522507832007192,7.42473716138004,-1929.95824754865
"10",0.551282750615525,6.77100752374501,-1929.42901620266
"11",0.504619171259801,8.02966335725817,-1930.57458433408
"12",0.554865102111566,7.621989597081,-1930.51678921465
"13",0.546042734001672,6.92597785166701,-1929.51102742857
"14",0.524585154916932,7.5724683578599,-1929.1521118249
"15",0.530103091834714,7.7440244840708,-1931.79355854409
"","V1","V2","V3"
"1",0.500389281497938,10.1685146625689,-1932.6246148539
"2",0.540919247270605,6.897467809613,-1929.12707590388
"3",0.568302492245365,6.68348099618693,-1932.18693235326
"4",0.523096346863838,8.46012479049465,-1929.06944221531
"5",0.461600046040884,10.4640922699963,-1929.69174204024
"6",0.541632714048103,7.96084450425944,-1930.82300195983
"7",0.473320440433256,8.93366795735119,-1931.46506715456
"8",0.533372377166119,7.50008601012914,-1928.57846624635
"9",0.55714912709823,6.06815988082467,-1931.48964655945
"10",0.553337137794145,7.77261797688562,-1931.03277363333
"11",0.493475651780878,8.74414065857522,-1928.84106021596
"12",0.492172242461484,9.57203888257543,-1929.2621145652
"13",0.559397448867633,6.98090081179837,-1930.29877714624
"14",0.535665447432445,7.21498741896738,-1929.50039771182
"15",0.605613950064098,5.69048117628412,-1930.42673174703
"","V1","V2","V3"
"1",0.568746964936356,5.88081357453702,-1930.33190345578
"2",0.646637638135345,5.00642179414554,-1929.77154970956
"3",0.539718207110034,6.72756179426133,-1931.45359738459
"4",0.556907276292473,6.85271312177829,-1931.92553557904
"5",0.517218133484443,7.71814304062351,-1930.53559378887
"6",0.488461282216619,9.04300436619112,-1929.59870723916
"7",0.607658020300095,5.66196230578615,-1929.65060366442
"8",0.516693101194701,8.32998396920127,-1930.84255066975
"9",0.543137614472185,7.36790748948587,-1929.80239614633
"10",0.483477421459111,10.2494322914605,-1930.16288630476
"11",0.517032716470567,7.84043240400153,-1929.47350707446
"12",0.604508325336067,5.9490251610134,-1929.80238614238
"13",0.525427195595207,8.33495673331702,-1930.51574101132
"14",0.417404730919894,17.1982295772056,-1932.43652338387
"15",0.520780496010573,7.85847012983818,-1930.32917228068
"","V1","V2","V3"
"1",0.543143354333558,6.99324183435435,-1929.53805005057
"2",0.590752911058542,5.53967983437739,-1932.16434761706
"3",0.567949952732146,6.52317432588805,-1929.97831422904
"4",0.493980115087597,9.91872461162421,-1930.09801417249
"5",0.533444065361997,8.11175755512784,-1930.63976698916
"6",0.538721507214449,7.29728328561891,-1931.59181585868
"7",0.524382810159454,9.08344188918286,-1935.35695910832
"8",0.627421419469314,4.98500856640437,-1931.0465898493
"9",0.546360098416404,7.65979035911225,-1930.206505219
"10",0.514508769151271,7.91917974291028,-1930.73857560791
"11",0.57999731193325,6.12645119584049,-1929.78667315618
"12",0.622676258774974,5.44064176134488,-1930.02810949615
"13",0.53676676608239,7.22163278414153,-1929.49741673227
"14",0.556460068855416,6.33080203741706,-1928.73978636614
"15",0.568685146146766,6.42781708618065,-1930.50246148247
"","V1","V2","V3"
"1",0.529147492014659,7.81144216458246,-1929.69012719824
"2",0.474350896373121,10.8341949192185,-1931.27995590269
"3",0.557239111802217,6.7271967830574,-1930.72026744351
"4",0.612540730735059,5.43663668504926,-1931.33982885517
"5",0.593721472017756,6.66115703238885,-1930.52188116527
"6",0.546693611314608,7.36895686753495,-1932.48152723029
"7",0.498930416544552,8.49852706622802,-1930.90134232138
"8",0.507901582295277,9.24176731030029,-1930.23820940882
"9",0.51547071888944,8.86043014588493,-1930.45265295514
"10",0.489065335215895,8.93935981719237,-1931.08788479049
"11",0.570186478109078,6.47857065572018,-1929.71272212399
"12",0.518954742554798,8.44298472978384,-1930.22205458619
"13",0.520277581076057,7.5608543837698,-1930.92373919577
"14",0.595858732711435,6.00089081503292,-1929.45156653241
"15",0.600086539969171,6.16636770868898,-1929.60585532851
"","V1","V2","V3"
"1",0.537612994755349,7.88162996520978,-1929.76110298556
"2",0.534481742676213,7.15386344193318,-1930.67340670853
"3",0.705195177405219,4.20442579791026,-1931.63778334664
"4",0.656752115908462,4.96657044722301,-1931.56571762959
"5",0.533032476195796,8.52628270933506,-1930.04501201392
"6",0.504957774476276,9.3289268601447,-1930.78456357945
"7",0.494536868194121,9.22191270874619,-1931.18964366847
"8",0.544208094337449,7.25084065767684,-1929.48104318695
"9",0.460699455012607,10.1114921394366,-1934.16036676841
"10",0.668007664219478,4.46651608138251,-1930.95487619437
"11",0.602078390130606,5.87133199110416,-1929.93407355169
"12",0.556309203927699,6.07950488283476,-1933.68978601328
"13",0.59913834818653,6.17123156466533,-1931.09481721301
