Time	ID	Naive exposed	Naive infected	Focal exposed	Focal infected
27.6381	988	9	1	6	0
27.6597	2000	1	0	0	0
27.6856	6254	1	0	1	1
27.6939	4575	10	3	3	1
27.6962	6079	7	2	4	1
27.7021	1903	1	0	2	1
27.7348	6438	9	2	2	0
27.7375	7639	1	0	4	0
27.7493	4306	7	0	2	1
27.7523	3866	8	3	3	1
27.7583	4971	3	0	0	0
27.76	1564	4	1	2	0
27.7711	6820	7	2	1	0
27.806	1203	6	4	5	0
27.8228	446	1	0	0	0
27.8263	8576	2	0	4	1
27.8488	4433	4	1	5	3
27.8588	6141	3	0	3	0
27.8688	9066	11	3	5	2
27.8791	3549	0	0	0	0
27.8932	6633	1	1	2	0
27.8963	676	0	0	0	0
27.9029	9834	3	1	1	0
27.9121	690	1	0	0	0
27.9137	5568	1	0	1	1
27.9329	6792	5	3	3	0
27.9373	5055	1	0	1	0
27.9519	3652	1	0	2	0
27.9677	4384	4	0	0	0
27.977	4657	5	0	1	0
28.0097	9694	2	0	4	0
28.0221	8981	1	0	2	0
28.0251	8368	1	0	1	0
28.029	2555	2	0	1	0
28.0438	531	2	0	1	0
28.0464	6064	0	0	0	0
28.0489	6138	0	0	1	0
28.0515	4571	4	0	3	1
28.0537	1347	2	1	3	1
28.0574	7739	5	0	1	0
28.0727	2559	7	2	1	0
28.0754	1263	7	0	5	0
28.0829	8136	4	1	1	0
28.088	4764	0	0	2	0
28.0934	5705	14	4	4	0
28.096	2838	4	1	4	1
28.0963	5541	1	0	1	0
28.1014	4784	0	0	1	0
28.1043	9048	2	1	2	1
28.1058	8242	1	0	0	0
28.1093	4390	0	0	0	0
28.1229	227	0	0	1	0
28.1235	7330	2	2	0	0
28.1254	6692	7	2	3	0
28.1278	7864	9	2	6	1
28.133	733	2	0	1	0
28.1446	1916	1	0	3	0
28.1468	5712	0	0	0	0
28.1519	9188	3	1	2	0
28.153	9814	0	0	1	1
28.1583	3587	3	0	3	0
28.1694	3292	1	1	0	0
28.174	4439	14	4	1	0
28.1848	4795	0	0	0	0
28.2057	4939	0	0	1	0
28.2183	4774	0	0	0	0
28.2328	3237	7	1	5	1
28.234	29	1	1	0	0
28.2432	2578	2	0	4	1
28.255	2795	0	0	0	0
28.2636	421	0	0	3	2
28.2737	9872	4	0	6	1
28.3004	289	4	0	5	2
28.3034	7406	4	0	4	0
28.3102	4033	3	1	0	0
28.3444	3465	15	4	2	0
28.3482	598	9	1	4	1
28.3674	9680	3	0	1	0
28.3708	3891	1	0	3	0
28.3834	5749	3	1	3	0
28.4026	9785	4	1	1	0
28.406	8900	3	1	2	1
28.4112	1963	10	2	2	0
28.4261	8852	0	0	3	0
28.4416	5081	1	0	1	0
28.4425	9489	5	2	2	0
28.4528	2892	6	3	3	0
28.4546	2036	0	0	1	0
28.4555	1960	9	3	0	0
28.4725	8731	6	1	2	0
28.4856	1092	0	0	0	0
28.4913	1502	2	0	1	0
28.5041	2518	3	2	1	0
28.5042	3099	2	0	1	0
28.5069	2158	5	2	2	1
28.5142	3600	4	1	3	1
28.5165	5336	8	1	3	1
28.5178	5593	10	3	4	2
28.5293	4827	0	0	0	0
28.5299	9839	0	0	0	0
28.5387	1035	5	1	2	0
28.5461	3109	2	1	1	0
28.5468	3509	0	0	0	0
28.5515	5172	1	1	1	1
28.5594	1563	1	0	1	0
28.5727	1286	0	0	2	0
28.5793	9241	0	0	0	0
28.5833	3201	12	3	5	0
28.6043	8922	5	1	2	1
28.6053	959	8	2	4	0
28.6095	4989	0	0	0	0
28.623	3075	0	0	1	1
28.6355	4544	4	1	6	0
28.6465	8173	2	0	1	0
28.6484	2351	3	1	1	0
28.6527	8538	0	0	1	0
28.6541	1826	3	2	3	1
28.673	3274	2	0	0	0
28.6771	3957	15	4	3	0
28.6808	6248	0	0	0	0
28.6855	6396	0	0	1	0
28.6928	4819	0	0	1	0
28.7034	4359	1	0	1	0
28.7091	5721	3	0	4	1
28.7239	7978	0	0	0	0
28.7338	5734	7	1	6	0
28.7409	6550	5	1	5	0
28.7539	5915	0	0	0	0
28.7601	9319	1	0	0	0
28.7602	6257	6	1	4	1
28.7702	4547	0	0	2	0
28.7717	283	3	0	1	0
28.7738	3732	0	0	1	0
28.7781	3384	0	0	0	0
28.7787	4789	0	0	0	0
28.7792	4548	1	0	4	0
28.786	2927	12	3	4	2
28.7944	3347	2	0	1	0
28.7979	6953	4	1	0	0
28.8003	6018	2	1	1	1
28.8043	874	2	1	2	2
28.8097	5166	0	0	1	0
28.8231	188	0	0	0	0
28.8345	4858	0	0	2	0
28.8367	5127	0	0	3	0
28.8369	9304	2	2	5	1
28.8407	2338	7	1	5	0
28.8539	6472	9	3	6	0
28.8577	3869	1	1	1	0
28.8759	716	9	0	6	1
28.8817	5254	1	0	2	1
28.8824	337	0	0	1	1
28.8916	7208	1	0	0	0
28.8924	7957	1	1	3	0
28.8944	3818	6	1	2	0
28.8973	9364	2	0	1	0
28.9009	9747	7	0	9	3
28.906	744	0	0	1	0
28.9187	7610	3	0	5	3
28.9239	6761	4	2	4	1
28.925	1365	0	0	1	0
28.931	3341	6	2	4	0
28.9443	74	4	2	3	1
28.9489	2747	0	0	0	0
28.9748	4258	4	2	4	0
28.9765	7798	0	0	1	1
28.9824	4444	3	2	2	1
28.9952	9110	0	0	0	0
29.0016	5209	6	2	4	0
29.0022	9779	14	1	9	3
29.0044	6410	2	0	0	0
29.021	503	4	1	1	0
29.0283	2872	3	0	3	1
29.0324	4244	0	0	0	0
29.0326	379	3	1	3	1
29.054	9704	4	3	3	0
29.0648	3061	1	0	2	0
29.0672	2592	11	3	5	1
29.0776	3815	1	0	1	0
29.0866	4521	0	0	0	0
29.0942	2672	4	0	2	0
29.1	4282	1	0	1	0
29.1011	9136	0	0	0	0
29.1051	3935	1	0	3	1
29.1124	2444	23	9	5	3
29.1131	2608	4	1	1	0
29.1163	6068	1	0	4	0
29.1237	2155	1	0	4	1
29.1297	2591	2	0	3	2
29.1347	9031	7	4	3	0
29.1382	8593	0	0	0	0
29.1397	2839	3	0	1	1
29.163	4029	2	0	2	1
29.1766	8877	0	0	0	0
29.1828	110	4	3	3	0
29.1901	1396	0	0	0	0
29.2	9898	0	0	0	0
29.2026	7556	2	0	4	2
29.2073	3779	0	0	1	1
29.2189	512	0	0	2	0
29.2199	3734	0	0	2	0
29.2316	5196	0	0	0	0
29.239	1101	0	0	1	0
29.2493	3946	0	0	1	0
29.2502	2366	1	0	4	0
29.2512	3402	0	0	0	0
29.2537	115	1	0	1	0
29.2645	5533	0	0	0	0
29.2683	776	1	0	0	0
29.286	2178	8	1	5	0
29.2981	9408	2	0	1	0
29.3095	6668	0	0	1	1
29.3121	929	11	2	4	0
29.3335	6435	2	0	3	0
29.3483	5015	7	1	2	0
29.3485	5654	0	0	0	0
29.3524	8780	7	1	3	1
29.3529	6503	0	0	0	0
29.3529	7970	0	0	2	0
29.3578	5121	0	0	1	0
29.3591	6735	2	0	3	1
29.3693	7063	1	1	0	0
29.3795	8530	0	0	5	3
29.3857	5477	0	0	2	0
29.4039	351	2	0	2	0
29.4114	178	0	0	0	0
29.4278	4130	1	0	1	0
29.4355	8773	0	0	2	1
29.44	3073	1	0	0	0
29.4413	9670	2	2	0	0
29.443	3879	6	1	7	3
29.46	2240	1	0	3	2
29.4601	9469	0	0	4	1
29.4727	9852	10	3	0	0
29.4901	5292	5	1	3	0
29.4917	5049	0	0	0	0
29.4957	3129	0	0	0	0
29.5036	900	6	2	5	1
29.5091	2367	15	4	4	0
29.5256	2576	0	0	0	0
29.5287	4851	6	0	6	0
29.5306	6214	10	2	3	0
29.5386	2660	0	0	0	0
29.5451	8185	11	1	7	1
29.5497	8850	2	0	0	0
29.557	1168	3	1	4	0
29.5633	5165	2	0	2	0
29.5728	2776	3	1	5	0
29.5775	5933	4	1	4	0
29.5844	4123	0	0	1	0
29.5932	2489	3	0	2	0
29.5939	3655	0	0	0	0
29.5982	301	1	1	0	0
29.6085	925	0	0	1	0
29.6113	38	2	0	1	0
29.6137	6779	2	1	0	0
29.6182	6631	2	1	4	0
29.6244	9964	0	0	0	0
29.6269	3780	0	0	3	0
29.6356	6816	2	0	5	0
29.6378	8090	14	4	3	0
29.6441	4013	2	0	3	2
29.6489	891	0	0	1	0
29.6624	7101	3	2	2	0
29.6723	4184	9	2	6	2
29.6763	1219	0	0	1	1
29.6861	9153	1	0	3	0
29.6937	6571	9	2	7	1
29.6987	4982	8	1	5	1
29.7036	8586	2	1	4	2
29.7058	8997	3	1	2	0
29.7093	6677	1	0	1	0
29.713	4349	0	0	2	1
29.7149	4148	5	1	5	0
29.7197	7098	2	0	9	0
29.7202	6387	1	0	3	0
29.7221	4328	6	2	4	0
29.7227	2363	1	1	3	0
29.7243	7602	9	2	5	1
29.7287	7260	3	0	3	1
29.7309	8208	2	0	2	0
29.7355	7459	3	2	1	1
29.7429	552	0	0	0	0
29.748	2946	1	0	0	0
29.7513	9502	2	0	2	1
29.7697	7341	6	3	3	1
29.777	856	7	3	2	0
29.7774	2320	3	0	6	1
29.7852	3690	11	5	3	1
29.787	6518	2	2	4	0
29.7885	141	0	0	0	0
29.8039	1047	3	1	10	4
29.8136	6611	0	0	1	0
29.8174	245	4	1	3	1
29.8249	3138	0	0	6	2
29.828	7930	1	0	4	0
29.8456	4048	10	1	6	2
29.8788	7915	4	2	3	0
29.8888	7784	2	1	5	2
29.9031	5262	3	0	3	0
29.9047	133	1	0	3	0
29.9207	7607	0	0	2	0
29.9402	1475	0	0	0	0
29.9404	5131	2	1	3	0
29.943	1688	0	0	0	0
29.9443	1738	1	0	0	0
29.9461	3072	3	2	3	0
29.9487	5706	1	0	4	1
29.9508	8209	1	0	2	1
29.9528	1881	5	2	2	2
29.9569	2085	12	1	3	1
29.9575	132	0	0	2	0
29.9596	2585	0	0	1	0
29.9654	3052	0	0	0	0
29.9814	4250	8	4	6	3
29.9854	6906	6	2	0	0
29.9896	7947	7	1	4	1
29.9933	2103	26	4	9	3
29.9938	4940	1	1	2	0
29.9955	3992	4	0	2	0
30.0064	8964	6	1	4	0
30.0111	4699	2	2	4	1
30.0147	7743	0	0	0	0
30.0167	8908	1	0	1	0
30.0172	3638	2	0	0	0
30.0179	6461	3	1	2	0
30.0313	1474	8	1	3	0
30.0354	622	0	0	0	0
30.0497	3354	0	0	4	0
30.0546	4960	0	0	0	0
30.0562	1866	3	3	3	0
30.0603	3863	5	4	4	0
30.065	1641	5	1	5	1
30.0763	8174	1	0	1	0
30.0765	7268	0	0	0	0
30.0857	9666	3	1	2	0
30.086	853	1	0	2	0
30.1028	5471	7	2	2	1
30.106	9959	1	0	1	0
30.1097	9311	0	0	2	0
30.1205	7786	0	0	3	0
30.1218	2677	0	0	2	0
30.1268	1280	11	1	11	3
30.1401	3856	0	0	0	0
30.1517	7443	0	0	1	1
30.1532	3447	0	0	0	0
30.1578	7312	1	0	1	0
30.1637	7224	2	0	1	0
30.1696	1950	4	1	0	0
30.1789	2817	4	0	4	0
30.1899	6896	4	0	1	0
30.198	7808	0	0	0	0
30.2016	1687	4	1	6	2
30.207	7075	0	0	2	0
30.2125	9560	0	0	0	0
30.2165	5044	0	0	0	0
30.2246	525	0	0	0	0
30.2303	8033	12	3	2	1
30.2438	1779	3	1	4	0
30.2495	2690	2	1	0	0
30.2508	2833	0	0	0	0
30.2546	3842	16	2	2	0
30.2666	4016	9	3	3	0
30.289	6359	8	0	3	0
30.3019	390	1	1	1	0
30.3066	706	15	1	4	1
30.3132	2765	4	1	1	0
30.3163	6206	0	0	2	1
30.3176	2341	0	0	2	0
30.3244	1091	2	0	2	1
30.3263	5733	0	0	0	0
30.3316	1695	4	3	6	0
30.3361	1653	1	0	2	0
30.3376	4276	0	0	0	0
30.341	843	1	0	2	0
30.3427	4242	0	0	1	0
30.3519	4546	7	2	3	1
30.3553	2912	0	0	0	0
30.364	1242	6	0	7	2
30.3698	9512	0	0	0	0
30.3731	9962	0	0	0	0
30.3736	4834	1	0	1	0
30.39	3216	3	0	4	0
30.3917	1455	2	0	3	0
30.3957	7427	0	0	0	0
30.4007	9430	4	2	5	0
30.4008	5606	5	0	4	0
30.4045	7899	10	3	6	1
30.4051	6838	3	0	2	1
30.4056	1436	0	0	3	0
30.4344	513	1	0	5	1
30.4433	6842	4	2	12	2
30.4441	4400	5	0	2	0
30.4514	7843	1	1	0	0
30.4711	1716	4	1	1	0
30.4779	7087	6	2	3	2
30.4866	7117	0	0	0	0
30.4993	1295	2	0	1	0
30.5161	8244	4	2	4	0
30.5179	5218	1	0	1	0
30.5256	5543	1	1	0	0
30.5274	8367	4	0	6	1
30.5276	1189	3	0	2	0
30.537	7424	5	0	1	0
30.5577	9022	0	0	0	0
30.56	4751	0	0	2	0
30.5654	5506	3	0	5	0
30.5718	4147	5	0	5	1
30.5806	9292	0	0	2	0
30.5823	4319	4	1	2	0
30.5829	3128	6	1	2	0
30.5935	4106	6	2	9	2
30.5949	7539	0	0	0	0
30.5967	6945	1	0	0	0
30.5972	4445	4	1	4	1
30.6054	4347	2	0	5	0
30.6086	8715	0	0	0	0
30.6125	5750	12	5	6	0
30.6202	4011	0	0	0	0
30.6386	4645	0	0	1	0
30.6471	687	1	0	2	0
30.656	1126	0	0	0	0
30.6575	4037	3	3	7	1
30.6652	2236	4	2	2	0
30.6922	1797	1	1	2	0
30.6944	6255	0	0	0	0
30.7048	1766	0	0	1	0
30.705	3367	6	3	5	2
30.7051	5946	2	1	3	0
30.7055	149	0	0	2	0
30.7072	6718	0	0	3	1
30.7298	1327	0	0	0	0
30.7306	5244	8	2	3	0
30.7508	154	2	1	3	0
30.7602	2508	2	1	2	0
30.7605	9870	1	1	1	0
30.7638	5068	0	0	2	0
30.7704	1671	2	1	3	1
30.7778	4675	2	0	1	0
30.7897	5766	1	0	3	1
30.7919	5432	1	0	2	0
30.8069	8870	2	0	2	0
30.8116	8084	15	3	8	1
30.8122	878	0	0	0	0
30.8131	927	6	2	3	1
30.8232	9271	2	0	4	1
30.8414	7757	1	1	1	0
30.8539	8901	1	0	0	0
30.8574	4820	6	0	2	0
30.86	3654	5	2	2	0
30.8621	2104	1	0	2	0
30.8723	5701	9	3	6	1
30.8734	9005	2	2	2	1
30.8907	8881	3	0	5	0
30.8956	4286	1	0	2	0
30.8956	4723	2	0	3	0
30.8999	4777	1	0	0	0
30.9037	3275	1	0	0	0
30.9117	6241	8	1	0	0
30.9389	5575	2	1	0	0
30.9437	3799	4	0	3	1
30.9483	665	0	0	0	0
30.9545	69	7	2	6	1
30.9686	8666	8	1	5	1
30.9719	9169	3	1	4	1
30.972	4289	4	1	5	0
30.9763	9147	1	0	0	0
30.9812	5316	1	0	5	1
30.9823	1987	2	0	7	2
30.9889	5805	1	0	1	0
30.9906	9105	5	1	5	2
30.9926	3939	0	0	0	0
30.9997	528	7	4	2	0
31.0049	8514	0	0	3	0
31.0107	4297	1	0	0	0
31.0123	9422	2	1	3	1
31.0206	6534	3	1	4	2
31.0322	1137	1	0	1	0
31.0351	6989	4	2	2	1
31.0357	9642	0	0	0	0
31.0364	7363	6	5	1	0
31.0371	5596	0	0	2	0
31.039	7356	2	1	0	0
31.0595	6334	1	0	1	0
31.0726	5804	0	0	4	2
31.0909	9214	9	1	7	1
31.1003	5428	0	0	3	0
31.1004	5717	0	0	1	0
31.1081	1516	5	1	7	1
31.1149	3987	0	0	3	0
31.1157	969	3	0	6	1
31.1214	1236	1	0	4	2
31.1221	4129	0	0	1	0
31.1238	95	1	1	0	0
31.1326	3770	0	0	5	0
31.1407	5774	1	0	0	0
31.143	5420	3	0	0	0
31.1476	4921	4	1	2	1
31.149	6245	0	0	0	0
31.1497	6037	4	0	7	0
31.151	4117	1	0	1	0
31.1545	3644	1	0	2	1
31.1669	2600	3	2	1	1
31.1681	641	2	1	4	0
31.1717	4224	1	0	3	0
31.1731	2342	3	0	5	1
31.183	635	5	1	1	0
31.1869	1611	1	0	2	0
31.1958	3120	0	0	1	0
31.1964	8775	0	0	2	1
31.1981	522	1	1	5	1
31.2104	7588	0	0	3	1
31.2109	457	2	0	6	1
31.2122	1372	2	0	5	0
31.2442	8000	5	1	2	0
31.2671	32	2	1	2	0
31.2812	8905	1	0	0	0
31.2957	5659	0	0	0	0
31.2964	6106	1	0	5	0
31.2987	5396	0	0	1	1
31.3304	9039	3	0	1	0
31.3359	4914	3	1	3	0
31.3374	2626	0	0	1	0
31.3399	243	1	0	0	0
31.352	4479	2	0	1	0
31.3549	9550	4	2	6	0
31.3695	8607	3	0	2	0
31.384	686	0	0	6	1
31.384	9879	0	0	1	1
31.3868	9737	1	0	1	0
31.387	5057	6	0	6	1
31.3907	5219	1	1	2	0
31.3953	4554	4	1	5	2
31.4052	568	0	0	0	0
31.4212	464	10	2	9	2
31.4263	5912	0	0	0	0
31.4271	4981	2	0	1	0
31.4359	4514	4	0	5	0
31.4423	8882	2	0	4	0
31.4581	5697	8	2	2	0
31.4615	1043	1	0	0	0
31.4654	7842	6	0	4	0
31.4726	6650	0	0	0	0
31.4744	6282	2	1	1	0
31.4749	1289	2	2	0	0
31.4767	1485	0	0	1	0
31.4768	4994	1	0	0	0
31.4768	4465	1	1	4	0
31.509	605	2	0	0	0
31.5146	4186	2	0	3	1
31.5238	1015	0	0	0	0
31.5398	1800	1	0	1	0
31.5418	1136	1	0	2	0
31.544	4339	0	0	0	0
31.5527	413	2	1	2	0
31.5552	4899	1	0	2	0
31.5575	5409	2	1	1	0
31.5603	5577	1	0	2	0
31.5693	8926	8	0	1	0
31.5759	1420	1	1	2	0
31.5805	1851	1	0	1	0
31.5868	307	2	1	7	1
31.5966	882	0	0	4	1
31.608	4630	0	0	0	0
31.6135	26	5	2	6	0
31.6189	3358	2	0	4	0
31.6242	8334	0	0	2	0
31.6245	7289	2	1	3	1
31.6383	4594	0	0	2	1
31.6506	2406	0	0	3	0
31.6579	1454	2	1	2	0
31.6747	1690	4	0	7	1
31.6748	8892	2	0	3	1
31.6892	8605	10	4	5	1
31.6897	1298	1	0	1	0
31.6923	4174	1	0	2	1
31.7204	5918	3	0	0	0
31.7333	8786	5	2	3	0
31.7402	8462	0	0	0	0
31.7461	3954	0	0	0	0
31.7481	4315	0	0	0	0
31.7569	3184	8	1	11	1
31.7586	6011	5	0	6	1
31.7672	5431	0	0	0	0
31.7685	6109	14	3	7	1
31.7699	2324	6	2	5	0
31.7823	371	0	0	0	0
31.7904	8972	0	0	1	0
31.795	3541	0	0	2	0
31.8007	3591	1	1	0	0
31.8044	9906	6	0	3	0
31.817	3688	2	1	5	1
31.817	7872	2	2	1	0
31.8224	9149	0	0	2	0
31.8267	2699	1	0	0	0
31.8304	4140	1	0	2	0
31.8323	8262	0	0	0	0
31.8398	6023	2	0	4	0
31.8464	1727	0	0	5	1
31.8568	9154	4	1	5	0
31.8578	987	1	1	2	0
31.8621	4452	4	0	4	1
31.8702	2519	2	1	4	3
31.8718	6935	12	6	7	0
31.8754	7517	1	0	2	0
31.8941	6095	1	0	3	0
31.901	1938	0	0	4	0
31.9091	5817	0	0	0	0
31.9279	2636	1	1	3	1
31.9387	5424	5	0	6	0
31.9465	2916	1	0	0	0
31.9479	1586	0	0	4	1
31.9764	564	3	0	2	0
31.9766	7502	5	3	4	1
31.9815	341	0	0	5	0
31.9861	2785	2	1	1	0
31.9868	9372	0	0	0	0
31.9965	9465	0	0	0	0
32.0006	1376	0	0	0	0
32.0065	9471	0	0	2	1
32.012	6300	0	0	0	0
32.0141	5387	0	0	0	0
32.02	5229	0	0	2	0
32.0341	6464	14	1	8	0
32.0482	953	1	0	1	0
32.049	2536	0	0	0	0
32.0629	8886	1	1	2	0
32.0752	3239	3	0	2	1
32.076	5383	5	1	8	0
32.081	3653	7	3	1	0
32.0816	966	3	0	3	0
32.087	9467	1	0	1	0
32.0893	4262	0	0	0	0
32.0911	7295	0	0	0	0
32.098	3199	0	0	3	0
32.098	9741	0	0	0	0
32.1028	701	2	1	3	0
32.1206	9000	0	0	1	0
32.1218	2990	1	0	3	0
32.1286	2010	11	0	6	2
32.1441	3439	0	0	1	0
32.1527	5032	0	0	3	0
32.1667	881	0	0	0	0
32.1702	4772	13	2	6	2
32.177	8272	1	0	0	0
32.1779	8758	3	2	3	0
32.1788	3000	33	7	6	0
32.1797	271	1	1	2	1
32.1803	5111	4	0	1	1
32.182	8784	9	5	4	0
32.1849	3516	6	1	5	2
32.1886	3490	4	1	2	0
32.1938	3578	0	0	0	0
32.2186	5080	0	0	4	1
32.2186	4821	4	0	3	0
32.2262	9044	4	0	6	1
32.2312	9291	0	0	2	1
32.263	5063	0	0	1	1
32.2642	1996	2	0	3	0
32.2741	386	0	0	0	0
32.2763	6426	0	0	3	1
32.2854	5881	11	2	7	1
32.2874	1584	3	1	6	1
32.2892	5245	0	0	0	0
32.2971	407	0	0	7	2
32.3005	9049	5	1	3	1
32.3016	8733	5	1	4	0
32.3027	1801	9	1	13	2
32.303	9454	0	0	3	0
32.3163	9062	1	0	2	1
32.3184	217	0	0	0	0
32.3242	6666	0	0	2	1
32.3263	6828	0	0	4	0
32.3336	9880	0	0	0	0
32.3339	8419	0	0	1	0
32.3421	4807	1	0	0	0
32.349	3852	12	4	10	1
32.3555	1813	7	0	5	1
32.357	2934	0	0	1	0
32.3584	1947	0	0	0	0
32.3587	9162	0	0	2	1
32.3696	6794	2	1	5	1
32.3704	6751	0	0	3	2
32.3825	3017	0	0	2	1
32.4043	3997	0	0	1	1
32.4062	7379	0	0	0	0
32.4144	1373	10	3	5	0
32.4172	4691	3	2	4	0
32.4214	3299	0	0	0	0
32.4354	9713	5	3	2	0
32.4416	991	3	1	5	0
32.4485	2344	9	5	8	1
32.4572	6416	2	1	1	0
32.4649	7606	3	0	2	0
32.4707	3676	1	0	1	0
32.4923	359	0	0	1	0
32.4955	8095	1	0	5	1
32.4987	1032	1	0	3	0
32.5007	9142	0	0	0	0
32.5016	1418	0	0	1	0
32.5034	9036	0	0	1	1
32.509	3144	2	1	1	0
32.5099	7405	0	0	1	0
32.5151	6658	0	0	1	1
32.5274	3471	1	0	1	0
32.5337	4168	0	0	1	0
32.5351	2249	1	0	3	0
32.5441	3726	1	0	4	1
32.5486	9778	3	1	5	1
32.5519	1341	10	3	5	1
32.5528	6629	4	2	1	0
32.5656	8840	3	2	4	0
32.5676	8010	10	3	7	2
32.5817	7633	1	0	5	1
32.5819	2432	2	1	4	0
32.5892	7599	1	0	4	0
32.59	8451	3	0	4	0
32.5951	4500	4	0	3	1
32.5995	3038	0	0	5	0
32.6052	7034	0	0	3	1
32.6199	2859	1	0	5	0
32.6333	7181	1	0	1	0
32.6344	6586	0	0	3	1
32.6356	3825	0	0	4	1
32.6381	4498	6	0	3	0
32.6424	7496	3	0	3	0
32.6501	2116	3	1	0	0
32.663	9598	1	0	2	0
32.6638	5434	0	0	4	1
32.6672	941	4	2	3	1
32.67	2305	0	0	0	0
32.6765	3033	0	0	2	0
32.6819	8373	0	0	0	0
32.6837	4856	7	1	9	1
32.6842	5143	2	1	4	0
32.6912	9055	0	0	2	0
32.6914	6664	3	0	1	0
32.6975	9232	1	0	1	0
32.7054	8425	0	0	0	0
32.7057	5058	0	0	0	0
32.7067	3537	2	1	1	0
32.72	4913	4	1	1	0
32.741	3687	0	0	2	0
32.7497	1909	0	0	4	0
32.7551	950	0	0	0	0
32.7584	6110	0	0	0	0
32.7722	4270	1	0	0	0
32.7723	5678	0	0	1	0
32.7732	6080	8	2	4	0
32.7923	3021	1	0	8	2
32.7931	264	6	3	11	1
32.7958	9245	2	0	2	1
32.8045	8171	1	0	2	0
32.8119	8083	8	1	5	1
32.8166	6976	0	0	1	0
32.8179	5146	0	0	8	0
32.8211	1357	1	1	0	0
32.831	7519	0	0	0	0
32.8354	9919	4	0	0	0
32.8365	8988	0	0	1	0
32.8588	3028	5	1	11	2
32.8644	1317	0	0	4	0
32.8834	4257	0	0	4	2
32.8848	3202	0	0	1	1
32.8879	6635	2	0	0	0
32.8937	7376	6	1	5	1
32.8958	3217	0	0	1	1
32.9003	9976	3	1	3	0
32.9042	9530	0	0	1	0
32.9166	7693	0	0	0	0
32.9276	239	2	0	1	1
32.9325	7578	1	0	4	1
32.9379	8045	0	0	0	0
32.9426	9300	4	0	7	1
32.9434	1403	2	0	2	0
32.9451	9549	3	0	2	0
32.9609	3886	20	9	6	0
32.9692	5859	1	0	3	0
32.9887	1978	0	0	5	2
32.9984	1794	2	0	3	0
33.0066	8523	4	1	3	0
33.0077	1088	0	0	1	0
33.0116	4621	4	2	6	1
33.0126	2759	4	1	5	0
33.0201	1210	2	0	0	0
33.0292	470	1	0	3	0
33.031	9577	0	0	3	0
33.0317	3442	4	1	2	0
33.0322	6862	0	0	0	0
33.0354	4378	1	0	3	0
33.0471	7157	7	1	4	1
33.0642	2292	3	0	5	1
33.0755	7238	0	0	1	0
33.0836	7061	3	2	9	0
33.0837	304	1	0	5	1
33.086	5056	1	0	1	1
33.0931	8963	3	0	8	0
33.1069	5899	1	1	3	0
33.1176	5769	1	0	3	1
33.1345	2211	0	0	0	0
33.1372	6766	1	0	3	0
33.1468	1574	2	1	3	0
33.153	3245	1	0	4	0
33.1563	9892	1	0	3	0
33.1634	7299	5	1	5	2
33.1722	9423	1	0	1	0
33.1931	5872	0	0	1	0
33.1959	1021	2	0	0	0
33.1972	2251	0	0	0	0
33.1972	9482	5	2	5	0
33.2033	7596	0	0	0	0
33.2062	5829	1	0	2	0
33.2088	1720	1	0	0	0
33.2291	1652	0	0	0	0
33.2319	3646	0	0	0	0
33.2381	7605	2	0	2	0
33.2394	9043	1	0	4	0
33.242	2017	8	1	8	2
33.2457	7499	1	0	0	0
33.2565	9878	16	2	5	1
33.2582	4654	0	0	0	0
33.261	3198	3	0	4	0
33.2735	4927	2	2	9	2
33.278	5449	2	0	1	0
33.284	7534	0	0	1	0
33.2877	3317	5	1	3	0
33.2945	6941	0	0	0	0
33.2952	7724	1	1	4	1
33.2979	586	0	0	0	0
33.2991	4371	4	0	8	1
33.3029	8218	1	0	2	1
33.3052	8768	0	0	0	0
33.3098	8260	0	0	0	0
33.3157	1925	7	1	6	0
33.3192	8737	2	1	6	2
33.3237	5078	0	0	0	0
33.343	3754	5	0	5	1
33.3486	3905	0	0	0	0
33.349	4188	9	2	6	0
33.349	540	6	0	5	0
33.3491	7674	1	0	0	0
33.3588	894	0	0	5	1
33.3649	9519	2	1	4	1
33.3782	8610	0	0	1	1
33.3864	8608	4	2	2	1
33.3872	3210	0	0	3	1
33.3918	3475	0	0	0	0
33.394	5167	1	1	9	4
33.3994	8344	3	0	8	3
33.4063	2482	1	0	1	1
33.4124	2163	3	0	7	2
33.4136	5903	0	0	0	0
33.4299	4976	0	0	0	0
33.4319	8692	5	2	6	1
33.432	515	5	2	1	0
33.4381	9208	0	0	1	0
33.4418	2780	0	0	1	1
33.4435	9406	0	0	0	0
33.4493	2572	2	0	4	0
33.4618	7785	2	1	7	1
33.4701	7099	4	2	5	0
33.4772	9886	5	2	9	2
33.4794	9345	11	3	3	0
33.4806	8300	8	1	9	2
33.4875	4040	1	0	0	0
33.5007	6271	2	0	1	0
33.5013	6700	2	0	4	0
33.5077	4988	0	0	1	1
33.5105	2134	0	0	1	0
33.524	8077	0	0	2	0
33.5293	3684	0	0	1	1
33.5518	786	0	0	1	0
33.5766	600	3	2	4	1
33.5779	4729	3	0	3	1
33.5914	7641	1	1	3	1
33.5943	7902	0	0	0	0
33.6005	4380	16	8	7	0
33.604	2467	1	0	2	0
33.6061	8754	5	1	4	1
33.6136	333	0	0	1	0
33.6232	9630	0	0	0	0
33.6341	1701	1	1	0	0
33.6398	3271	0	0	1	0
33.6433	7696	1	0	4	0
33.6435	3536	1	0	2	0
