"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.02,0,4.1,1.10429710046736,0.0197,0.00890692614392492,0.019625,0.00997415955651697,0.02,0.0201297095161655
"2",0.04,0,8.1,1.29620419072606,0.04016,0.0128016515451047,0.04022,0.0139461857185431,0.03992,0.0286638311328966
"3",0.06,0,7.4,1.42783536384279,0.059568,0.0149721588804535,0.05963,0.0168373571737549,0.05932,0.032787384961485
"4",0.08,0,6.3,1.47119742600308,0.079972,0.0166306883740811,0.080275,0.0190948681322755,0.07876,0.037210845825472
"5",0.1,0,6.4,1.50115058805676,0.100032,0.0194168996493259,0.099635,0.0216034368442497,0.10162,0.0419658996893518
"6",0.12,0,5.2,1.56907372905984,0.120144,0.0208736909763217,0.119875,0.0230388837656073,0.12122,0.0460372787100957
"7",0.14,0,5.9,1.38367487621844,0.14056,0.0217402630857825,0.140485,0.0247164049909301,0.14086,0.0492715748488729
"8",0.16,0,5.4,1.48382081925556,0.15914,0.0233878470875665,0.15881,0.0261699974927161,0.16046,0.0530339608270116
"9",0.18,0,5.1,1.35824943971268,0.180048,0.0239016523484253,0.18002,0.027594583908098,0.18016,0.0528125322585801
"10",0.2,0,6.1,1.52182995628133,0.200792,0.0247013945941296,0.200785,0.0279013845939993,0.20082,0.0581989236559811
"11",0.22,0,5.1,1.26408672933041,0.220676,0.0267417678201376,0.22076,0.0295651229744863,0.22034,0.0595031513873427
"12",0.24,0,6,1.4837623383416,0.239804,0.0264921010004004,0.24007,0.0295146779792058,0.23874,0.0613920302757726
"13",0.26,0,5.5,1.47123336783591,0.260172,0.0283727938601653,0.26109,0.0323103057221045,0.2565,0.0621160881608654
"14",0.28,0,5.4,1.41712511166843,0.280188,0.028190341455033,0.28021,0.0315222072442516,0.2801,0.0646635242727411
"15",0.3,0,4.7,1.44590704882693,0.300348,0.028744131942383,0.300295,0.0323950214139829,0.30056,0.0631036327676028
"16",0.32,0,5.8,1.39336128462852,0.320504,0.029952013406566,0.31987,0.0329380937216776,0.32304,0.0682540622748347
"17",0.34,0,4.3,1.35286803309688,0.340356,0.030672953788217,0.340955,0.0340422068445459,0.33796,0.0666354160989386
"18",0.36,0,5.9,1.36771778071473,0.361336,0.0308004508371513,0.36142,0.0343731743531946,0.361,0.0704781325459689
"19",0.38,0,4,1.41995188249254,0.380532,0.0312164610973673,0.37986,0.0348639627107404,0.38322,0.0673094507640804
"20",0.4,0,4.9,1.37835494023941,0.401412,0.0315570928018743,0.401625,0.0357870799324294,0.40056,0.069169869675104
"21",0.42,0,5.1,1.41536314671009,0.419992,0.030344566708535,0.420095,0.0342927392747644,0.41958,0.0677998556076665
"22",0.44,0,5.1,1.38495827760978,0.441032,0.0326297974201447,0.44164,0.036612851581117,0.4386,0.07027786976694
"23",0.46,0,4.1,1.40529590131553,0.45982,0.0308930085614525,0.459175,0.0342829359112474,0.4624,0.069448276170565
"24",0.48,0,4,1.41172628407291,0.478644,0.0317280937961286,0.47868,0.0350283397349144,0.4785,0.0670421109799255
"25",0.5,0,4.3,1.40594388493427,0.501132,0.031118723478815,0.501725,0.0341455017577761,0.49876,0.0704686329385509
"26",0.52,0,4.9,1.37938132939334,0.519588,0.0322250323306077,0.519675,0.0355891270047603,0.51924,0.0693991256330989
"27",0.54,0,5.1,1.44435123384658,0.540108,0.0320040715627964,0.540065,0.0365856431443303,0.54028,0.069788193786571
"28",0.56,0,6.3,1.50002672695772,0.55926,0.0313759916632583,0.55933,0.0354430149297052,0.55898,0.0712715878821234
"29",0.58,0,4.4,1.32853773019513,0.579544,0.0317247935616061,0.5787,0.0353158209193444,0.58292,0.068481846962267
"30",0.6,0,4.7,1.42104136495111,0.599848,0.0289670154483334,0.599565,0.0325098856913965,0.60098,0.0679769112306558
"31",0.62,0,5.6,1.40243358473053,0.618992,0.0307416490283945,0.6185,0.0341345157452858,0.62096,0.0685549281830138
"32",0.64,0,6.3,1.41724042598274,0.639512,0.0304481353278808,0.63905,0.0336210927525843,0.64136,0.069580110604912
"33",0.66,0,5.8,1.38031840815707,0.661576,0.0297778935948624,0.662045,0.03267124707423,0.6597,0.0688785471264766
"34",0.68,0,6,1.41991090781155,0.681284,0.0294695062021031,0.680695,0.0331940328797032,0.68364,0.0676352343451616
"35",0.7,0,5.6,1.41377944912237,0.701072,0.028911012826649,0.70093,0.0324243185963319,0.70164,0.0646706478450053
"36",0.72,0,7.2,1.42807774477822,0.721712,0.0286552295083843,0.72127,0.0323733707719035,0.72348,0.0643181656021565
"37",0.74,0,4.4,1.42623716425949,0.74068,0.0272909214647361,0.74051,0.0302490479999769,0.74136,0.0600612833509055
"38",0.76,0,4.1,1.37456138415497,0.760328,0.0268143884403025,0.760455,0.0296774110010244,0.75982,0.0592475980768662
"39",0.78,0,4,1.32260425227111,0.781,0.0264802795530033,0.780995,0.0296498581630518,0.78102,0.0575662529045749
"40",0.8,0,6,1.36087765241047,0.798932,0.0254200226898709,0.798965,0.028302027838651,0.7988,0.0581751179143141
"41",0.82,0,6.3,1.46804049371415,0.820304,0.02366811703038,0.820405,0.0269608579771279,0.8199,0.0545689267602705
"42",0.84,0,4.2,1.42624588552487,0.839448,0.0233995477485108,0.83969,0.0263969827954011,0.83848,0.0496079686194723
"43",0.86,0,6.5,1.37375131720113,0.861048,0.0213390968190562,0.860865,0.0239018424618914,0.86178,0.0499091426746896
"44",0.88,0,6.1,1.44164622757673,0.879156,0.0205347836935611,0.878835,0.0230987299721506,0.88044,0.045495892960533
"45",0.9,0,6.3,1.4476428278566,0.899628,0.0190262874890404,0.899555,0.0209180433965402,0.89992,0.0430098063637055
"46",0.92,0,6.8,1.42467748505512,0.920856,0.0167081544889442,0.920685,0.0189357951863485,0.92154,0.0387960504888517
"47",0.94,0,8.8,1.39009672786204,0.939308,0.014779836926691,0.93962,0.0166126933873343,0.93806,0.0349779910781031
"48",0.96,0,6,1.30386991412261,0.960076,0.0127315480722619,0.959855,0.0142638505471851,0.96096,0.0267093951970424
