"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.02,0,3,1.08696786040742,0.019648,0.00861895483120676,0.019735,0.00960453132755691,0.0193,0.0193153587355525
"2",0.04,0,8.1,1.28452192244885,0.040204,0.0127024303082416,0.04036,0.0140896741949173,0.03958,0.0279607833474923
"3",0.06,0,5.8,1.40413932301111,0.059812,0.0154036985795597,0.059785,0.0173184498065994,0.05992,0.0324999976899976
"4",0.08,0,6,1.44353603944839,0.079584,0.0170304721303016,0.079595,0.0185810718536696,0.07954,0.0393870504066976
"5",0.1,0,4.5,1.40063516498675,0.099996,0.0188336584521088,0.09961,0.0211351506877664,0.10154,0.0418734018415244
"6",0.12,0,5.9,1.47074554534555,0.118728,0.0210776251575523,0.11899,0.023584658914984,0.11768,0.0470492426212286
"7",0.14,0,5.1,1.46418234845628,0.140416,0.0216134700149256,0.1399,0.0246322298370803,0.14248,0.0488286169559802
"8",0.16,0,5.3,1.48612374057466,0.160424,0.0237938305106675,0.16028,0.0263660153752281,0.161,0.0513267419035578
"9",0.18,0,6,1.39031995883602,0.17914,0.0240954973593199,0.17949,0.0263160109521263,0.17774,0.0548151174138768
"10",0.2,0,6.7,1.41225327182571,0.200668,0.0246411233705154,0.20082,0.0278739045444759,0.20006,0.0584586504617906
"11",0.22,0,5.2,1.43136932261583,0.220116,0.0260819249828461,0.220245,0.0291618824905113,0.2196,0.0582480285746465
"12",0.24,0,5.8,1.37459739628298,0.239856,0.0275111636999987,0.240125,0.0304998297473054,0.23878,0.0617375341516255
"13",0.26,0,5.7,1.42655356291544,0.260556,0.0271805379940436,0.260525,0.0309743245896304,0.26068,0.0620466549250432
"14",0.28,0,5.1,1.39481215849594,0.280556,0.0276183568960508,0.28139,0.0317020965067442,0.27722,0.0619524794476356
"15",0.3,0,4.8,1.42608027085576,0.300916,0.0290768362516696,0.30173,0.0322187079993153,0.29766,0.0643293297234058
"16",0.32,0,6.8,1.41971152398589,0.31856,0.0295678314500177,0.317455,0.0333010049687983,0.32298,0.07014014000014
"17",0.34,0,5.1,1.41668577017767,0.34166,0.0284645504203146,0.341425,0.0323456429154781,0.3426,0.064935788719755
"18",0.36,0,5.6,1.44094182706455,0.361576,0.0305147730677352,0.36165,0.0345220113734595,0.36128,0.0681513477944949
"19",0.38,0,5.4,1.44157687374583,0.381724,0.0310889425092966,0.381295,0.034062563515291,0.38344,0.0702075173716853
"20",0.4,0,5.8,1.43452910400181,0.400732,0.0329337031747844,0.40079,0.0370262993944419,0.4005,0.0711872012205679
