"V1"
"1",27
"2",30
"3",25
"4",28
"5",27
"6",22
"7",22
"8",28
"9",29
"10",23
"11",23
"12",21
"13",27
"14",22
"15",29
"16",30
"17",17
"18",28
"19",24
"20",24
"21",34
"22",24
"23",26
"24",35
"25",28
"26",19
"27",23
"28",24
"29",23
"30",24
"31",23
"32",24
"33",23
"34",21
"35",32
"36",29
"37",25
"38",26
"39",30
"40",27
"41",23
"42",25
"43",22
"44",29
"45",31
"46",23
"47",27
"48",24
"49",26
"50",22
"51",23
"52",30
"53",39
"54",23
"55",23
"56",20
"57",31
"58",29
"59",25
"60",12
"61",32
"62",23
"63",18
"64",23
"65",27
"66",20
"67",24
"68",21
"69",30
"70",21
"71",30
"72",25
"73",21
"74",27
"75",22
"76",29
"77",16
"78",17
"79",22
"80",30
"81",15
"82",26
"83",23
"84",23
"85",26
"86",21
"87",29
"88",27
"89",22
"90",18
"91",28
"92",22
"93",21
"94",33
"95",23
"96",26
"97",22
"98",23
"99",22
"100",32
"101",18
"102",22
"103",16
"104",23
"105",27
"106",24
"107",30
"108",26
"109",31
"110",19
"111",17
"112",32
"113",24
"114",23
"115",22
"116",23
"117",20
"118",20
"119",25
"120",37
"121",21
"122",31
"123",23
"124",21
"125",27
"126",28
"127",26
"128",21
"129",29
"130",25
"131",24
"132",18
"133",25
"134",23
"135",30
"136",28
"137",26
"138",23
"139",21
"140",28
"141",23
"142",19
"143",23
"144",18
"145",22
"146",25
"147",26
"148",31
"149",26
"150",13
"151",29
"152",26
"153",20
"154",28
"155",29
"156",25
"157",19
"158",22
"159",24
"160",22
"161",25
"162",26
"163",26
"164",28
"165",26
"166",26
"167",23
"168",26
"169",22
"170",23
"171",32
"172",29
"173",23
"174",16
"175",21
"176",29
"177",28
"178",26
"179",26
"180",20
"181",22
"182",20
"183",19
"184",30
"185",22
"186",29
"187",29
"188",23
"189",33
"190",18
"191",32
"192",28
"193",21
"194",20
"195",20
"196",26
"197",24
"198",32
"199",29
"200",22
"201",27
"202",24
"203",21
"204",29
"205",29
"206",27
"207",36
"208",25
"209",22
"210",29
"211",26
"212",15
"213",28
"214",29
"215",25
"216",28
"217",27
"218",26
"219",26
"220",26
"221",29
"222",26
"223",20
"224",20
"225",39
"226",28
"227",24
"228",20
"229",21
"230",29
"231",26
"232",28
"233",22
"234",30
"235",26
"236",28
"237",27
"238",20
"239",30
"240",29
"241",26
"242",28
"243",15
"244",24
"245",20
"246",22
"247",29
"248",25
"249",25
"250",26
"251",21
"252",26
"253",26
"254",28
"255",20
"256",28
"257",35
"258",33
"259",21
"260",29
"261",28
"262",22
"263",26
"264",24
"265",27
"266",25
"267",37
"268",23
"269",19
"270",30
"271",30
"272",20
"273",19
"274",22
"275",15
"276",22
"277",28
"278",20
"279",25
"280",25
"281",26
"282",24
"283",26
"284",27
"285",27
"286",26
"287",17
"288",23
"289",24
"290",25
"291",24
"292",24
"293",28
"294",20
"295",20
"296",24
"297",22
"298",35
"299",25
"300",29
"301",28
"302",25
"303",21
"304",28
"305",23
"306",25
"307",27
"308",23
"309",19
"310",27
"311",25
"312",28
"313",25
"314",12
"315",31
"316",22
"317",24
"318",28
"319",20
"320",18
"321",25
"322",24
"323",19
"324",29
"325",25
"326",24
"327",27
"328",15
"329",22
"330",25
"331",26
"332",27
"333",22
"334",35
"335",17
"336",24
"337",30
"338",26
"339",25
"340",24
"341",31
"342",30
"343",19
"344",27
"345",25
"346",28
"347",28
"348",29
"349",18
"350",24
"351",22
"352",26
"353",25
"354",24
"355",35
"356",26
"357",31
"358",26
"359",25
"360",24
"361",22
"362",26
"363",22
"364",28
"365",27
"366",26
"367",29
"368",34
"369",20
"370",32
"371",28
"372",24
"373",25
"374",27
"375",20
"376",31
"377",24
"378",25
"379",33
"380",21
"381",25
"382",25
"383",26
"384",30
"385",27
"386",25
"387",24
"388",24
"389",23
"390",22
"391",27
"392",28
"393",23
"394",19
"395",26
"396",22
"397",29
"398",26
"399",25
"400",26
"401",26
"402",24
"403",28
"404",29
"405",18
"406",27
"407",28
"408",20
"409",23
"410",23
"411",24
"412",21
"413",20
"414",28
"415",25
"416",20
"417",12
"418",31
"419",36
"420",24
"421",20
"422",19
"423",26
"424",24
"425",19
"426",18
"427",35
"428",23
"429",28
"430",26
"431",22
"432",27
"433",19
"434",23
"435",25
"436",20
"437",25
"438",22
"439",28
"440",22
"441",20
"442",24
"443",15
"444",30
"445",28
"446",23
"447",21
"448",21
"449",28
"450",25
"451",26
"452",26
"453",27
"454",26
"455",23
"456",28
"457",25
"458",31
"459",25
"460",21
"461",22
"462",23
"463",24
"464",20
"465",29
"466",25
"467",31
"468",26
"469",23
"470",30
"471",23
"472",29
"473",21
"474",20
"475",23
"476",30
"477",27
"478",28
"479",24
"480",29
"481",28
"482",22
"483",27
