"","V1","V2","V3","V4","V5"
"1",0,0.02,4.3,0.02020375,0.0206
"2",0,0.04,5.9,0.0398825,0.039175
"3",0,0.06,5.5,0.060205,0.060915
"4",0,0.08,6.1,0.0790725,0.079775
"5",0,0.1,3.8,0.09914625,0.09957
"6",0,0.12,4.8,0.11937,0.120615
"7",0,0.14,4.6,0.140725,0.138285
"8",0,0.16,5.4,0.16000125,0.160615
"9",0,0.18,5.7,0.17971125,0.180015
"10",0,0.2,3.3,0.2002425,0.200345
"11",0,0.22,5.8,0.2197275,0.220885
"12",0,0.24,4.2,0.2393975,0.239915
"13",0,0.26,4.2,0.25973375,0.260805
"14",0,0.28,5.5,0.27994125,0.279605
"15",0,0.3,6.1,0.30057625,0.29933
"16",0,0.32,5,0.3192725,0.31957
"17",0,0.34,5.3,0.340815,0.339895
"18",0,0.36,5.3,0.35982625,0.36015
"19",0,0.38,5.4,0.37929625,0.37721
"20",0,0.4,4.9,0.39994625,0.40227
"21",0,0.42,5.4,0.42015875,0.418655
"22",0,0.44,4.2,0.43987125,0.438435
"23",0,0.46,4.5,0.46005625,0.46039
"24",0,0.48,5.2,0.479585,0.480525
"25",0,0.5,4.7,0.5010975,0.500395
"26",0,0.52,6.8,0.52112875,0.517685
"27",0,0.54,4.3,0.5397425,0.53815
"28",0,0.56,4.3,0.560565,0.55928
"29",0,0.58,5.9,0.578935,0.577675
"30",0,0.6,4.8,0.5998425,0.600465
"31",0,0.62,4.5,0.61957,0.61893
"32",0,0.64,4.6,0.6404875,0.64251
"33",0,0.66,5.1,0.6600975,0.66259
"34",0,0.68,4.9,0.68044375,0.67905
"35",0,0.7,4.8,0.70022125,0.69869
"36",0,0.72,5.7,0.72074375,0.71932
"37",0,0.74,4.7,0.74030125,0.741765
"38",0,0.76,5.4,0.7594625,0.75946
"39",0,0.78,5.9,0.7800425,0.78119
"40",0,0.8,4.8,0.7998625,0.79976
"41",0,0.82,5.1,0.820175,0.81959
"42",0,0.84,4.7,0.84063625,0.840555
"43",0,0.86,4.7,0.85943625,0.85961
"44",0,0.88,5.2,0.8802925,0.87999
"45",0,0.9,5.8,0.899735,0.90111
"46",0,0.92,5,0.91975375,0.9198
"47",0,0.94,4.7,0.94057,0.939625
"48",0,0.96,5.4,0.96009875,0.959765
"49",0,0.98,5.1,0.98002375,0.979955
"","V1","V2","V3","V4","V5"
"1",0.02,0.02,5.3,0.0204275,0.01923
"2",0.02,0.04,5,0.03983625,0.03976
"3",0.02,0.06,6.3,0.0600675,0.05882
"4",0.02,0.08,4.1,0.08026125,0.07964
"5",0.02,0.1,4.7,0.10005625,0.100795
"6",0.02,0.12,5.5,0.1198125,0.119345
"7",0.02,0.14,4.1,0.14046875,0.139285
"8",0.02,0.16,5.2,0.15972,0.159725
"9",0.02,0.18,4.7,0.18004625,0.178475
"10",0.02,0.2,3.3,0.2004775,0.199255
"11",0.02,0.22,5.7,0.21977875,0.220875
"12",0.02,0.24,4.7,0.2400625,0.239965
"13",0.02,0.26,5.4,0.26007375,0.260675
"14",0.02,0.28,4.6,0.27983875,0.279715
"15",0.02,0.3,4.8,0.30071,0.29882
"16",0.02,0.32,3.2,0.3192575,0.32058
"17",0.02,0.34,4,0.33911875,0.340955
"18",0.02,0.36,5,0.36088,0.36102
"19",0.02,0.38,5.6,0.37852875,0.377505
"20",0.02,0.4,5.1,0.40046125,0.401665
"21",0.02,0.42,4.6,0.4209125,0.42171
"22",0.02,0.44,5.6,0.43897625,0.439115
"23",0.02,0.46,5.9,0.459625,0.46038
"24",0.02,0.48,6.3,0.48032,0.479
"25",0.02,0.5,5.8,0.499365,0.49762
"26",0.02,0.52,4.8,0.52029375,0.520605
"27",0.02,0.54,4.5,0.5400575,0.539645
"28",0.02,0.56,6.2,0.56054375,0.558995
"29",0.02,0.58,5.5,0.580075,0.57851
"30",0.02,0.6,5.5,0.599455,0.598265
"31",0.02,0.62,4.2,0.61939125,0.619805
"32",0.02,0.64,4.6,0.63966875,0.63791
"33",0.02,0.66,4.9,0.6606875,0.66012
"34",0.02,0.68,3.9,0.6803,0.678265
"35",0.02,0.7,5.4,0.700105,0.698725
"36",0.02,0.72,4.6,0.72021875,0.720075
"37",0.02,0.74,5.1,0.73987625,0.7402
"38",0.02,0.76,5.6,0.75894,0.76023
"39",0.02,0.78,4,0.7782575,0.77892
"40",0.02,0.8,4.9,0.7998475,0.801175
"41",0.02,0.82,5.3,0.81927375,0.81903
"42",0.02,0.84,4.7,0.840075,0.83898
"43",0.02,0.86,5.1,0.859775,0.85938
"44",0.02,0.88,4.7,0.88001375,0.879135
"45",0.02,0.9,4.1,0.89955125,0.899975
"46",0.02,0.92,4.6,0.91982,0.92071
"47",0.02,0.94,5.8,0.93958625,0.939315
"48",0.02,0.96,5.1,0.959695,0.960315
"49",0.02,0.98,7.1,0.980155,0.979795
"","V1","V2","V3","V4","V5"
"1",0.04,0.02,5,0.01997,0.0199
"2",0.04,0.04,4.2,0.03983625,0.04057
"3",0.04,0.06,6.1,0.059855,0.06008
"4",0.04,0.08,4.6,0.07989875,0.081125
"5",0.04,0.1,4.6,0.09977,0.09856
"6",0.04,0.12,4.5,0.12015875,0.11974
"7",0.04,0.14,5.3,0.14050875,0.140695
"8",0.04,0.16,5.2,0.159795,0.158615
"9",0.04,0.18,5.6,0.17975375,0.18108
"10",0.04,0.2,5.9,0.1988525,0.199045
"11",0.04,0.22,5,0.2196975,0.219945
"12",0.04,0.24,4.6,0.23866125,0.240155
"13",0.04,0.26,5.5,0.26056,0.25823
"14",0.04,0.28,5.6,0.2805525,0.27718
"15",0.04,0.3,4.8,0.3004625,0.298475
"16",0.04,0.32,5.3,0.3193425,0.321845
"17",0.04,0.34,5.1,0.3394675,0.338835
"18",0.04,0.36,5.3,0.3603575,0.360545
"19",0.04,0.38,6.6,0.38072625,0.377295
"20",0.04,0.4,5.5,0.40097,0.39873
"21",0.04,0.42,5.1,0.42063375,0.419475
"22",0.04,0.44,4.8,0.4408625,0.44026
"23",0.04,0.46,4.8,0.45899125,0.45925
"24",0.04,0.48,5.3,0.47995375,0.4806
"25",0.04,0.5,5.9,0.4998875,0.499115
"26",0.04,0.52,3.8,0.519755,0.52111
"27",0.04,0.54,5.6,0.540065,0.53831
"28",0.04,0.56,5.5,0.56025625,0.55706
"29",0.04,0.58,4.9,0.5804025,0.578525
"30",0.04,0.6,4.9,0.5988825,0.59732
"31",0.04,0.62,4.6,0.61942125,0.61938
"32",0.04,0.64,4.7,0.63939875,0.64157
"33",0.04,0.66,5.4,0.65947625,0.659655
"34",0.04,0.68,3.2,0.6791225,0.67906
"35",0.04,0.7,5.3,0.69970875,0.70001
"36",0.04,0.72,5.1,0.71920125,0.71649
"37",0.04,0.74,4.2,0.73934375,0.73859
"38",0.04,0.76,4.8,0.7596775,0.75691
"39",0.04,0.78,6.2,0.77862,0.77751
"40",0.04,0.8,5.9,0.79952125,0.798345
"41",0.04,0.82,4.6,0.81912625,0.81752
"42",0.04,0.84,5.2,0.83876875,0.83673
"43",0.04,0.86,4.5,0.85867125,0.856945
"44",0.04,0.88,4.9,0.88008125,0.87761
"45",0.04,0.9,4.3,0.89915125,0.90066
"46",0.04,0.92,5.9,0.91897625,0.918955
"47",0.04,0.94,4.8,0.93944375,0.93664
"48",0.04,0.96,6.7,0.9594375,0.958245
"49",0.04,0.98,4.4,0.97949375,0.97891
"","V1","V2","V3","V4","V5"
"1",0.06,0.02,5.2,0.01970625,0.020245
"2",0.06,0.04,4.3,0.0398575,0.040235
"3",0.06,0.06,4.7,0.05992875,0.060125
"4",0.06,0.08,5.5,0.0799325,0.078365
"5",0.06,0.1,5.8,0.0997325,0.099545
"6",0.06,0.12,5.9,0.11989,0.119415
"7",0.06,0.14,4.4,0.1394275,0.140695
"8",0.06,0.16,5.3,0.16002875,0.16046
"9",0.06,0.18,4.9,0.17964375,0.180205
"10",0.06,0.2,4.6,0.19921125,0.199125
"11",0.06,0.22,5,0.22002375,0.21828
"12",0.06,0.24,4.1,0.24038875,0.240695
"13",0.06,0.26,5.7,0.2596875,0.259185
"14",0.06,0.28,4.6,0.27967,0.279665
"15",0.06,0.3,4.5,0.29922625,0.298775
"16",0.06,0.32,5.4,0.31932375,0.31868
"17",0.06,0.34,6.1,0.33943,0.338695
"18",0.06,0.36,5.2,0.360165,0.3596
"19",0.06,0.38,5.3,0.3789075,0.37831
"20",0.06,0.4,4.6,0.39902,0.39985
"21",0.06,0.42,5,0.419115,0.41898
"22",0.06,0.44,4.2,0.43932875,0.43778
"23",0.06,0.46,5.2,0.45932875,0.46132
"24",0.06,0.48,6.1,0.47974125,0.478655
"25",0.06,0.5,5.2,0.4989225,0.49956
"26",0.06,0.52,5.6,0.51876625,0.51876
"27",0.06,0.54,4.4,0.5383525,0.53712
"28",0.06,0.56,5,0.55848375,0.55746
"29",0.06,0.58,5.4,0.57948375,0.57852
"30",0.06,0.6,4.9,0.5988225,0.59838
"31",0.06,0.62,6.1,0.6186725,0.617
