"V1"
"1",1
"2",0
"3",0
"4",1
"5",1
"6",0
"7",0
"8",0
"9",1
"10",0
"11",1
"12",1
"13",2
"14",0
"15",1
"16",1
"17",0
"18",0
"19",1
"20",0
"21",1
"22",0
"23",1
"24",1
"25",2
"26",1
"27",2
"28",2
"29",1
"30",0
"31",2
"32",0
"33",1
"34",2
"35",1
"36",2
"37",0
"38",2
"39",1
"40",2
"41",2
"42",1
"43",0
"44",0
"45",1
"46",1
"47",1
"48",1
"49",1
"50",1
"51",1
"52",2
"53",2
"54",1
"55",1
"56",0
"57",1
"58",2
"59",3
"60",0
"61",1
"62",0
"63",2
"64",2
"65",1
"66",2
"67",1
"68",1
"69",0
"70",0
"71",1
"72",1
"73",1
"74",1
"75",0
"76",1
"77",0
"78",2
"79",1
"80",0
"81",1
"82",1
"83",2
"84",3
"85",2
"86",0
"87",0
"88",1
"89",1
"90",1
"91",3
"92",2
"93",1
"94",2
"95",1
"96",0
"97",1
"98",2
"99",1
"100",0
"101",1
"102",1
"103",3
"104",0
"105",2
"106",2
"107",0
"108",1
"109",1
"110",0
"111",3
"112",1
"113",1
"114",0
"115",1
"116",2
"117",1
"118",0
"119",0
"120",2
"121",0
"122",0
"123",2
"124",0
"125",2
"126",2
"127",3
"128",2
"129",1
"130",1
"131",3
"132",1
"133",0
"134",1
"135",2
"136",0
"137",1
"138",0
"139",0
"140",1
"141",1
"142",2
"143",1
"144",1
"145",0
"146",3
"147",0
"148",1
"149",0
"150",1
"151",1
"152",2
"153",1
"154",2
"155",1
"156",1
"157",0
"158",0
"159",0
"160",1
"161",1
"162",2
"163",0
"164",0
"165",1
"166",0
"167",0
"168",1
"169",1
"170",1
"171",2
"172",1
"173",1
"174",2
"175",1
"176",1
"177",1
"178",1
"179",0
"180",0
"181",3
"182",2
"183",0
"184",0
"185",0
"186",2
"187",2
"188",2
"189",1
"190",3
"191",2
"192",1
"193",0
"194",2
"195",2
"196",2
"197",1
"198",1
"199",2
"200",0
"201",1
"202",1
"203",2
"204",1
"205",1
"206",0
"207",1
"208",0
"209",1
"210",1
"211",1
"212",0
"213",1
"214",1
"215",1
"216",1
"217",1
"218",1
"219",0
"220",2
"221",1
"222",1
"223",2
"224",3
"225",1
"226",0
"227",1
"228",2
"229",1
"230",1
"231",1
"232",1
"233",0
"234",0
"235",1
"236",1
"237",1
"238",1
"239",1
"240",0
"241",0
"242",0
"243",0
"244",0
"245",2
"246",1
"247",2
"248",0
"249",1
"250",0
"251",0
"252",0
"253",1
"254",1
"255",1
"256",1
"257",1
"258",0
"259",0
"260",0
"261",1
"262",1
"263",1
"264",1
"265",2
"266",2
"267",2
"268",1
"269",2
"270",1
"271",2
"272",1
"273",1
"274",1
"275",0
"276",0
"277",1
"278",1
"279",0
"280",1
"281",0
"282",0
"283",2
"284",0
"285",1
"286",2
"287",1
"288",1
"289",2
"290",2
"291",1
"292",0
"293",0
"294",0
"295",1
"296",2
"297",0
"298",2
"299",0
"300",0
"301",0
"302",0
"303",1
"304",2
"305",1
"306",0
"307",0
"308",0
"309",1
"310",1
"311",2
"312",3
"313",1
"314",1
"315",2
"316",0
"317",2
"318",2
"319",0
"320",1
"321",1
"322",0
"323",2
"324",1
"325",0
"326",2
"327",1
"328",4
"329",2
"330",0
"331",0
"332",1
"333",1
"334",1
"335",2
"336",1
"337",1
"338",0
"339",0
"340",1
"341",0
"342",1
"343",1
"344",0
"345",1
"346",1
"347",1
"348",1
"349",0
"350",0
"351",1
"352",1
"353",1
"354",0
"355",1
"356",1
"357",0
"358",1
"359",1
"360",0
"361",3
"362",2
"363",0
"364",1
"365",0
"366",2
"367",1
"368",0
"369",1
"370",1
"371",0
"372",1
"373",2
"374",0
"375",2
"376",3
"377",1
"378",2
"379",2
"380",0
"381",1
"382",2
"383",0
"384",1
"385",0
"386",2
"387",1
"388",1
"389",0
"390",0
"391",3
"392",1
"393",0
"394",1
"395",1
"396",1
"397",1
"398",2
"399",0
"400",1
"401",3
"402",0
"403",1
"404",0
"405",0
"406",1
"407",1
"408",0
"409",1
"410",0
"411",1
"412",2
"413",1
"414",1
"415",0
"416",1
"417",0
"418",0
"419",0
"420",2
"421",0
"422",0
"423",2
"424",1
"425",0
"426",0
"427",1
"428",0
"429",2
"430",1
"431",0
"432",1
"433",1
"434",2
"435",1
"436",0
"437",1
"438",2
"439",1
"440",1
"441",1
"442",2
"443",0
"444",3
"445",0
"446",1
"447",1
"448",0
"449",1
"450",3
"451",1
"452",2
"453",0
"454",2
"455",0
"456",0
"457",0
"458",0
"459",0
"460",1
"461",2
"462",0
"463",0
"464",0
"465",2
"466",2
"467",2
"468",1
"469",2
"470",1
"471",3
"472",2
"473",0
"474",0
"475",1
"476",0
"477",2
"478",0
"479",1
"480",0
"481",2
"482",0
"483",2
"484",1
"485",1
"486",0
"487",1
"488",0
"489",2
"490",0
"491",1
"492",1
"493",0
"494",1
"495",0
"496",1
"497",0
"498",1
"499",3
"500",1
"501",1
"502",1
"503",3
"504",2
"505",1
"506",2
"507",0
"508",0
"509",2
"510",0
"511",1
"512",1
"513",1
"514",0
"515",1
"516",3
"517",0
"518",2
"519",2
"520",0
"521",1
"522",2
"523",0
"524",0
"525",0
"526",2
"527",0
"528",0
"529",0
"530",1
"531",3
"532",0
"533",2
"534",1
"535",1
"536",2
"537",2
"538",1
"539",1
"540",1
"541",2
"542",2
"543",0
"544",1
"545",1
"546",1
"547",1
"548",0
"549",3
"550",1
"551",2
"552",1
"553",0
"554",0
"555",0
"556",0
"557",1
"558",1
"559",1
"560",1
"561",0
"562",1
"563",2
"564",1
"565",0
"566",1
"567",0
"568",0
"569",0
"570",2
"571",1
"572",0
"573",0
"574",1
"575",1
"576",1
"577",1
"578",1
"579",2
"580",1
"581",1
"582",0
"583",1
"584",3
"585",0
"586",2
"587",1
"588",3
"589",0
"590",1
"591",2
"592",1
"593",2
"594",1
"595",1
"596",0
"597",2
"598",0
"599",1
"600",0
"601",0
"602",0
"603",1
"604",1
"605",2
"606",0
"607",1
"608",0
"609",2
"610",1
"611",2
"612",2
"613",1
"614",2
"615",1
"616",1
"617",1
"618",0
"619",2
"620",0
"621",1
"622",2
"623",2
"624",0
"625",2
"626",0
"627",2
"628",2
"629",0
"630",0
"631",0
"632",4
"633",1
"634",0
"635",1
"636",1
"637",3
"638",1
"639",0
"640",0
"641",1
"642",0
"643",0
"644",0
"645",2
"646",2
"647",1
"648",1
"649",0
"650",1
"651",3
"652",1
"653",0
"654",1
"655",2
"656",2
"657",1
"658",1
"659",1
"660",1
"661",1
"662",0
"663",0
"664",2
"665",2
"666",2
"667",1
"668",0
"669",2
"670",0
"671",2
"672",2
"673",2
"674",0
"675",1
