"","V1","V2","V3","V4"
"1",0.315352163277566,0.0186800683063106,0.443179419962689,-2.88240358824699
"2",0.436903794528916,0.0639482952306921,0.227246011607349,-3.68091128446476
"3",0.681380080292001,0.122352317051491,0.0521471493411809,-2.97592964625781
"4",0.274790421826765,0.0300822625721424,0.500725485617295,-3.58993950625903
"5",0.430093431612477,0.086961947461914,0.201934086624533,-4.49184150068109
"6",0.555288487579674,0.0982274336831847,0.121395909693092,-2.10046090890391
"7",0.359111931174994,0.0378058868927093,0.356213383609429,-2.46510402249182
"8",0.779412256553769,0.102938819964016,0.0706799793988466,-5.87813586180098
"9",0.358671866822988,0.0726363502721564,0.288972896523774,-4.77952357313287
"10",0.342600973788649,0.0918206409372693,0.244377501076087,-5.47267075369281
"11",0.393996253143996,0.0461127810309085,0.319535099435598,-3.4673371841667
"12",0.305166479432955,0.0489674914480339,0.397912230109796,-2.88419089882108
"13",0.351478832075372,0.0487878072331893,0.349453291855752,-2.71055333132033
"14",0.373429570579901,0.0769774450250473,0.25914094527252,-3.12356564506388
"15",0.26060302183032,0.0300865291103497,0.527278740890324,-4.42284862919414
"","V1","V2","V3","V4"
"1",0.305365726118907,0.021160765074672,0.461977838305756,-2.45923890303942
"2",0.305365726118907,0.021160765074672,0.461977838305756,-2.45923890303942
"3",0.305365726118907,0.021160765074672,0.461977838305756,-2.45923890303942
"4",0.359555734787136,0.0920189431872206,0.212975516682491,-4.64599218050835
"5",0.353363640373573,0.0354690457640668,0.384024916682392,-3.41124771751566
"6",0.337306775851175,0.0134023977009351,0.427169703878462,-3.12356564506388
"7",0.322795054875314,0.01034639403881,0.451675173128024,-2.50592601701208
"8",0.289094625273719,0.0143757735153462,0.500655252719298,-2.65356201581814
"9",0.30829180078581,0.0145635574442711,0.46262992080301,-2.71810053695571
"10",0.402895196340978,0.0689531501804404,0.253508027642965,-2.60911025324731
"11",0.402895196340978,0.0689531501804404,0.253508027642965,-2.60911025324731
"12",0.289604130899534,0.0636956075252305,0.381469130516052,-5.08320598693109
"13",0.431537564843893,0.0746250508379202,0.223150041187182,-2.33098456751574
"14",0.291288648732007,0.0166145044059017,0.496086940867826,-2.56655063882851
"15",0.404815797228366,0.0662416230255616,0.265835232101381,-3.43268804875353
"","V1","V2","V3","V4"
"1",0.296173673355952,0.0600372427476183,0.388653988018632,-4.39815601660377
"2",0.290730982553214,0.0019304938077361,0.51772489445284,-2.51949809455762
"3",0.40498689445667,0.0754417346489771,0.238447906216606,-2.3816283003345
"4",0.40498689445667,0.0754417346489771,0.238447906216606,-2.3816283003345
"5",0.232877106638625,0.0107237080538383,0.635245786514133,-4.77952357313287
"6",0.318795508472249,0.0298741673430791,0.407275862060487,-4.03985637693803
"7",0.659146258607507,0.112786869440681,0.0759308189153671,-2.55232932610543
"8",0.384360105264932,0.0640280951279179,0.26741310604848,-3.30225743380725
"9",0.462037188699469,0.107164807153881,0.113496623001993,-4.77952357313287
"10",0.393247950589284,0.085939472396072,0.199656478362158,-4.52820914485196
"11",0.643733688630164,0.105741619709738,0.0928923680912703,-3.13040717688059
"12",0.292374004377052,0.0134419543180688,0.498135703848675,-2.29065652212877
"13",0.410090565681458,0.0785089442907473,0.227128132479265,-2.81008292666736
"14",0.381041501881555,0.0650754565311614,0.260979861719534,-4.24052707240018
"15",0.969335409114137,0.131056783739734,0.0291924979537725,-2.97201574693668
"","V1","V2","V3","V4"
"1",0.969335409114137,0.131056783739734,0.0291924979537725,-2.97201574693668
"2",0.688907241215929,0.0912254904463181,0.109574959380552,-5.40367788220586
"3",0.607536133611575,0.102260072182913,0.0940950305666775,-2.52823177452637
"4",0.308055678382516,0.0962899148422685,0.233577747363597,-7.82404601085629
"5",0.344221290899441,0.0226642046344905,0.401886913692579,-2.83361342407756
"6",0.322557854000479,0.0411530078448392,0.395742765627801,-2.59293739400171
"7",0.269501911709085,0.0292861980929282,0.511457808548585,-4.26158048159801
"8",0.538186782505363,0.0927198144798883,0.126397917047143,-3.17485893945143
"9",0.287803933490068,0.0327047785170306,0.460887545486912,-2.7646205525906
"10",0.300671249162406,0.0377716801654357,0.426261903950945,-2.97006452680541
"11",0.344376444816589,0.0431716238048715,0.357671103207394,-2.27691734624547
"12",0.37186814751476,0.023957905840341,0.370178667129949,-3.75075485783202
"13",0.388293427415192,0.0987389605669447,0.181213957956061,-4.28308668681898
"14",0.305734054418281,0.0211266622138645,0.467127585085109,-3.06187207605854
"15",0.584909836528823,0.103718966018815,0.104160997318104,-2.43041846450393
"","V1","V2","V3","V4"
"1",0.584909836528823,0.103718966018815,0.104160997318104,-2.43041846450393
"2",0.584909836528823,0.103718966018815,0.104160997318104,-2.43041846450393
"3",0.584909836528823,0.103718966018815,0.104160997318104,-2.43041846450393
"4",0.584909836528823,0.103718966018815,0.104160997318104,-2.43041846450393
"5",0.289748593233526,0.00627753587182572,0.510818141279742,-2.08184442629615
"6",0.289748593233526,0.00627753587182572,0.510818141279742,-2.08184442629615
"7",0.685515668708831,0.0984056332539629,0.0991456343326718,-4.24052707240018
"8",0.352751974249259,0.0851664306881523,0.246224779635668,-4.52820914485196
"9",0.225417543901131,0.0303394058729588,0.610076721059158,-6.31996861408002
"10",0.375436472240835,0.0482952689413183,0.311747061321512,-2.68824757380603
"11",0.375436472240835,0.0482952689413183,0.311747061321512,-2.68824757380603
"12",0.375436472240835,0.0482952689413183,0.311747061321512,-2.68824757380603
"13",0.376076355809346,0.0784117523983516,0.249631048878655,-2.83361342407756
