"","V1","V2","V3","V4"
"1",0.732933120569214,0.145868138690514,0.169643233995885,-2.79360808946386
"2",0.732933120569214,0.145868138690514,0.169643233995885,-2.79360808946386
"3",0.732933120569214,0.145868138690514,0.169643233995885,-2.79360808946386
"4",0.732933120569214,0.145868138690514,0.169643233995885,-2.79360808946386
"5",0.795376443071291,0.14479509229457,0.167912521865219,-2.54593135162577
"6",0.795376443071291,0.14479509229457,0.167912521865219,-2.54593135162577
"7",0.795376443071291,0.14479509229457,0.167912521865219,-2.54593135162577
"8",0.795376443071291,0.14479509229457,0.167912521865219,-2.54593135162577
"9",0.774240542668849,0.144168362780745,0.168128211284056,-2.00248050054371
"10",0.774240542668849,0.144168362780745,0.168128211284056,-2.00248050054371
"11",0.774240542668849,0.144168362780745,0.168128211284056,-2.00248050054371
"12",0.774240542668849,0.144168362780745,0.168128211284056,-2.00248050054371
"13",0.774240542668849,0.144168362780745,0.168128211284056,-2.00248050054371
"14",0.774240542668849,0.144168362780745,0.168128211284056,-2.00248050054371
"15",0.717391747515649,0.135969378260387,0.201295037986711,-2.29461692334487
"","V1","V2","V3","V4"
"1",0.717391747515649,0.135969378260387,0.201295037986711,-2.29461692334487
"2",0.717391747515649,0.135969378260387,0.201295037986711,-2.29461692334487
"3",0.717391747515649,0.135969378260387,0.201295037986711,-2.29461692334487
"4",0.717391747515649,0.135969378260387,0.201295037986711,-2.29461692334487
"5",0.717391747515649,0.135969378260387,0.201295037986711,-2.29461692334487
"6",0.717391747515649,0.135969378260387,0.201295037986711,-2.29461692334487
"7",0.717391747515649,0.135969378260387,0.201295037986711,-2.29461692334487
"8",0.717391747515649,0.135969378260387,0.201295037986711,-2.29461692334487
"9",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"10",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"11",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"12",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"13",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"14",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"15",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"","V1","V2","V3","V4"
"1",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"2",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"3",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"4",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"5",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"6",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"7",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"8",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"9",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"10",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
"11",0.768626487348229,0.14540018508124,0.17382352030836,-2.37730863918998
