"","V1","V2","V3","V4"
"1",0.726022313116118,0.0833765751512957,0.27063571405597,-7.60090245954208
"2",0.740363035351038,0.0217402877577749,0.299719528062269,-4.65646348037564
"3",0.754231779836118,0.0085161661146997,0.183390861609951,-6.90775527898214
"4",0.72204682440497,0.0350899374869123,0.249445517314598,-4.18645985112991
"5",0.72204682440497,0.0350899374869123,0.249445517314598,-4.18645985112991
"6",0.752461931668222,0.0800117091656147,0.223680206341669,-5.80914299031403
"7",0.748424287186936,0.137312251127126,0.163761066272855,-6.72543372218818
"8",0.76116642402485,0.0321991348938884,0.233613296411932,-3.86323284125871
"9",0.76116642402485,0.0321991348938884,0.233613296411932,-3.86323284125871
"10",0.76116642402485,0.0321991348938884,0.233613296411932,-3.86323284125871
"11",0.779840739909559,0.0529974073805346,0.137585713993758,-6.4377516497364
"12",0.777427372755483,0.106170332348933,0.134266002103686,-5.40367788220586
"13",0.7555582288187,0.0574654143427447,0.169464665232226,-4.60517018598809
"14",0.764234934933484,0.0149289513144759,0.322943658335134,-5.42615073805792
"15",0.740650390973315,0.0067411056089847,0.212964387144893,-5.22135632541191
"","V1","V2","V3","V4"
"1",0.716658214107156,0.0219270612034839,0.348321385681629,-6.11929791861787
"2",0.752441741526127,0.0281188228888037,0.345061825588346,-6.90775527898214
"3",0.740317994728684,0.0703118973709731,0.167329660849646,-4.89285225843987
"4",0.72850327915512,0.161801322339121,0.181718931067735,-7.01311579463996
"5",0.734676501248032,0.0250408248291632,0.255281990626827,-4.55638002181866
"6",0.760273827472702,0.0267066219521355,0.291319204960018,-3.9528449999484
"7",0.760273827472702,0.0267066219521355,0.291319204960018,-3.9528449999484
"8",0.755799312610179,0.0141530789958754,0.258041693829,-4.50986000618377
"9",0.755799312610179,0.0141530789958754,0.258041693829,-4.50986000618377
"10",0.755799312610179,0.0141530789958754,0.258041693829,-4.50986000618377
"11",0.755799312610179,0.0141530789958754,0.258041693829,-4.50986000618377
"12",0.734593441477045,0.0935328467648602,0.0707154870033264,-6.03228654162824
"13",0.75262937718071,0.0670115316894823,0.153080208459869,-6.21460809842219
"14",0.772087011020631,0.10041370221219,0.190864308271557,-4.8665349501225
"15",0.711895817890763,0.0138622053955472,0.341544428607449,-5.05145728861651
"","V1","V2","V3","V4"
"1",0.74870991287753,0.0179339514560624,0.299627581378445,-4.50986000618377
"2",0.751365422271192,0.0427908178963646,0.226033997954801,-4.77952357313287
"3",0.731328304624185,0.056745419342374,0.241699716309085,-5.05145728861651
"4",0.761614091461524,0.077354030247353,0.183914032531902,-4.24052707240018
"5",0.761614091461524,0.077354030247353,0.183914032531902,-4.24052707240018
"6",0.767340409802273,0.0712097545841015,0.193578482372686,-3.93222571274567
"7",0.749298455426469,0.0613382099351109,0.244005598593503,-4.47414192358169
"8",0.762508304324001,0.0263718365188802,0.295708965044469,-4.31999124375443
"9",0.74481562548317,0.117821059668661,0.114600906148553,-6.4377516497364
"10",0.720302449306473,0.0321609046751759,0.222372745862231,-5.11599580975408
"11",0.774004609556869,0.0353826973310664,0.221210839226842,-3.81671282562382
"12",0.723178651416674,0.0830037525299119,0.151995380409062,-4.89285225843987
"13",0.773576718987897,0.0420572918782392,0.219447832787409,-3.9792317551216
"14",0.759492772864178,0.00140866398757677,0.293030003784224,-4.42284862919414
"15",0.767720052506775,0.0792932532794623,0.163010908523574,-4.43121687886465
"","V1","V2","V3","V4"
"1",0.755399157525972,0.0994239107628055,0.211290711769834,-5.80914299031403
"2",0.746604399988428,0.145765813559713,0.117572386283427,-5.20300718674371
"3",0.765372194582596,0.0663392771379581,0.178174554137513,-4.24052707240018
"4",0.733461459865794,0.0138962763648631,0.284383018733934,-4.13516655674236
"5",0.774680566042662,0.0946201737923544,0.144176170229912,-5.03595310208055
"6",0.736104836454615,0.0258914237093072,0.247524898732081,-4.43121687886465
"7",0.801023387350142,0.0577124409759897,0.248253318248317,-4.71053070164592
"8",0.721763947512954,0.04386996163708,0.212669371860102,-4.07454193492592
"9",0.775979767553508,0.0987773775649421,0.207482566358522,-5.11599580975408
"10",0.730162693886086,0.065516011245304,0.173457960831001,-4.13516655674236
"11",0.730162693886086,0.065516011245304,0.173457960831001,-4.13516655674236
"12",0.737178678857163,0.0432046656236213,0.317306495504454,-6.03228654162824
"13",0.746403685538098,0.177103589282856,0.03309903643094,-6.21460809842219
"14",0.744976300979033,0.0978691224260729,0.131999842589721,-5.20300718674371
"15",0.731327182147652,0.173114555311063,0.0505349871236831,-5.20300718674371
"","V1","V2","V3","V4"
"1",0.72936103050597,0.104738395789438,0.244289079215378,-6.57128304236092
"2",0.749300656141713,0.22006941903103,0.0199769996106625,-7.60090245954208
"3",0.762869165278971,0.0257660489658225,0.18581140646711,-5.05145728861651
"4",0.785810249857605,0.0405911187155069,0.218319800682366,-4.19970507787993
"5",0.78620324912481,0.0639778080371572,0.267470350721851,-5.40367788220586
"6",0.737673411611468,0.0932181691894506,0.203392075141892,-4.49184150068109
"7",0.724915110738948,0.135535578808917,0.102311642607674,-4.41454982637944
"8",0.742774117039517,0.0856881354178636,0.225025934632868,-5.29831736654804
"9",0.765998627524823,0.055950104882577,0.290285258088261,-6.90775527898214
"10",0.754600268555805,0.0834900901382163,0.126794487936422,-5.80914299031403
"11",0.740262604318559,0.106776306772458,0.121917259180918,-5.18498868124103
"12",0.783876810688525,0.0589479883045902,0.127729130210355,-5.99146454710798
"13",0.769150261767209,0.0660076990840985,0.201129396446049,-3.91202300542815
"14",0.784526983974501,0.0456919237138844,0.272288851672783,-5.03595310208055
"15",0.765478022629395,0.0797221858024941,0.142507039243355,-4.3740584650247
"","V1","V2","V3","V4"
"1",0.75194966676645,0.0962198981090962,0.14913982944563,-5.11599580975408
"2",0.74859032034874,0.00732895896542227,0.289896490285173,-4.23360662955561
"3",0.751099105691537,0.00210226895584797,0.29417755943723,-4.28308668681898
"4",0.751099105691537,0.00210226895584797,0.29417755943723,-4.28308668681898
"5",0.751099105691537,0.00210226895584797,0.29417755943723,-4.28308668681898
"6",0.703597743995488,0.027665901497141,0.274389133555815,-4.60517018598809
"7",0.775653861928731,0.0751638753576669,0.208319451892748,-3.9792317551216
"8",0.752084094565362,0.095531561039346,0.176733891945332,-4.76768911548587
"9",0.732122240355238,0.0775869630925971,0.222753996029496,-5.7138328105097
"10",0.774007626110688,0.0590839147522241,0.253750321222469,-5.62682143352007
"11",0.753130052238703,0.05721638312775,0.208542916690931,-3.81671282562382
"12",0.762251679087058,0.225240898437117,0.0612400374375284,-9.21034037197618
"13",0.76292308489792,0.0399855891666584,0.282047880580649,-4.76768911548587
"14",0.746920117177069,0.0774285566388258,0.152356422971934,-5.22135632541191
"15",0.745292582083493,0.105785545349543,0.199916649609804,-5.87813586180098
"","V1","V2","V3","V4"
"1",0.73434448405169,0.0835453788654575,0.227598613826558,-5.11599580975408
"2",0.726033870363608,0.004283974426442,0.285051589133218,-3.64581996465349
"3",0.726033870363608,0.004283974426442,0.285051589133218,-3.64581996465349
"4",0.700946601573378,0.168696420530415,0.0211857000831515,-6.31996861408002
"5",0.739916265709326,0.00525086187767708,0.250352107221261,-4.50986000618377
"6",0.708724559517577,0.0493087403514924,0.225456016138196,-5.05145728861651
"7",0.736076690023765,0.172568250615944,0.0570977358147502,-5.65499231048677
"8",0.764762279810384,0.188428001962104,0.00153897749260068,-6.90775527898214
"9",0.764627527911216,0.0362788177876564,0.291208395501599,-5.47267075369281
"10",0.741020326502621,0.0949741761304038,0.217942275106907,-5.33913936106829
"11",0.71837923489511,0.00235911147759671,0.265566593268886,-4.06867681547352
"12",0.753232280258089,0.0663648827914882,0.173408698989078,-4.03985637693803
"13",0.753232280258089,0.0663648827914882,0.173408698989078,-4.03985637693803
"14",0.753232280258089,0.0663648827914882,0.173408698989078,-4.03985637693803
"15",0.739054528297856,0.0813947104699647,0.187546145636588,-4.55638002181866
"","V1","V2","V3","V4"
"1",0.739054528297856,0.0813947104699647,0.187546145636588,-4.55638002181866
"2",0.739054528297856,0.0813947104699647,0.187546145636588,-4.55638002181866
"3",0.748928649351001,0.0881922642396459,0.193896342068911,-3.91202300542815
"4",0.776456435909495,0.0394976292591973,0.235546324634925,-4.42284862919414
"5",0.731101793702692,0.033626315507159,0.218911466188729,-5.11599580975408
"6",0.713695698184893,0.0320598445462997,0.257128331111744,-3.71727892863563
"7",0.765363558661193,0.0043575152175759,0.312101677758619,-4.42284862919414
"8",0.757585215382278,0.130652340875665,0.128559475531802,-4.93367425296013
"9",0.727370845153928,0.00238889321278414,0.253323734039441,-4.71053070164592
"10",0.722841581096873,0.0468381184302147,0.308626956306398,-5.40367788220586
"11",0.737618231913075,0.0143875010332856,0.297095941845328,-5.11599580975408
"12",0.757136604748666,0.0716533977663013,0.201573302038014,-3.72970144863419
"13",0.757136604748666,0.0716533977663013,0.201573302038014,-3.72970144863419
"14",0.757136604748666,0.0716533977663013,0.201573302038014,-3.72970144863419
"15",0.729582652216777,0.0741258041495629,0.3186747552827,-7.41858090274813
"","V1","V2","V3","V4"
"1",0.756418514763936,0.105131992179374,0.153962275246158,-5.02068562994976
"2",0.74033403582871,0.0706627265815094,0.185320563148707,-4.73300355749798
"3",0.75970555562526,0.0891452604461905,0.20439335424453,-5.20300718674371
"4",0.751408657059073,0.00446126088420141,0.303958611097187,-4.52820914485196
"5",0.76182742160745,0.00918698603084324,0.316008959198371,-4.8283137373023
"6",0.749568085186183,0.0762659195837233,0.172359802760184,-4.52820914485196
"7",0.730215989751741,0.0985947619021563,0.199605653528124,-4.93367425296013
"8",0.773404071573168,0.055981293265665,0.23843005229719,-4.64599218050835
"9",0.749780048849061,0.031530609728779,0.21357332682237,-4.47414192358169
"10",0.749780048849061,0.031530609728779,0.21357332682237,-4.47414192358169
"11",0.749780048849061,0.031530609728779,0.21357332682237,-4.47414192358169
"12",0.746837780578062,0.0550767366027288,0.151148654520512,-5.22135632541191
"13",0.746837780578062,0.0550767366027288,0.151148654520512,-5.22135632541191
"14",0.727052115835249,0.00617748774459564,0.296705982880667,-4.32753844938981
"15",0.76603093277663,0.114635546200395,0.138409055769444,-5.80914299031403
"","V1","V2","V3","V4"
"1",0.747592459432781,0.120856415423309,0.15489476849325,-5.06720564558465
"2",0.742788904346526,0.0420330434363336,0.229651223635301,-4.08637639257292
"3",0.742788904346526,0.0420330434363336,0.229651223635301,-4.08637639257292
"4",0.742788904346526,0.0420330434363336,0.229651223635301,-4.08637639257292
"5",0.775712612550706,0.0843411600303288,0.118222862482071,-5.54677872584654
"6",0.743364027235657,0.060788114830703,0.188933018129319,-5.11599580975408
"7",0.763142651878297,0.0693590330471885,0.216415792005137,-5.18498868124103
"8",0.751106965588406,0.0326642910318239,0.237596336286515,-4.73300355749798
"9",0.771445384947583,0.0587392549655268,0.181685952702537,-3.96859335691654
"10",0.771445384947583,0.0587392549655268,0.181685952702537,-3.96859335691654
"11",0.745179996360093,0.00215451342877001,0.320790190482512,-4.97623386737892
