"","V1","V2","V3","V4"
"1",0.520112747093663,0.146705543234425,0.0653888494707644,-5.87813586180098
"2",0.198584460187703,0.116549381557281,0.689045873936266,-6.72543372218818
"3",0.199396875221282,0.104521437577701,0.74324636766687,-7.41858090274813
"4",0.576977877179161,0.107221914121697,0.144315020879731,-5.7138328105097
"5",0.676574647426605,0.13419184526628,0.127824037102982,-5.52146091786225
"6",0.489690972259268,0.0944356757120817,0.214897968340665,-5.40367788220586
"7",0.252225635340437,0.139756273098727,0.480690086027607,-7.01311579463996
"8",0.280018805293366,0.110577558174677,0.421323796501383,-6.03228654162824
"9",0.798623726936057,0.123185906704313,0.183604350779206,-6.16581793425276
"10",0.286721365526319,0.126980377108991,0.233980084769428,-6.31996861408002
"11",0.179232274414971,0.124488120861499,0.588271520566195,-7.82404601085629
"12",0.227089206688106,0.113929581169723,0.863771577132866,-6.21460809842219
"13",0.457687603542581,0.139129266288444,0.178593339398503,-5.22135632541191
"14",0.227853930089623,0.110941884953753,0.579497239785269,-5.87813586180098
"15",0.180320252431557,0.125698147443951,0.785692597739398,-5.65499231048677
"","V1","V2","V3","V4"
"1",0.329739497974515,0.122829995668048,0.599194271722808,-6.57128304236092
"2",0.677086969837546,0.0986480094762286,0.226147495210171,-4.96184512992682
"3",0.988841211656108,0.111995732707675,0.105975431855768,-4.17338776956255
"4",0.896848889766261,0.146082701438017,0.100692713400349,-5.03595310208055
"5",0.740736754611135,0.120953207978555,0.101386371068656,-5.52146091786225
"6",0.3945703858044,0.0832653393360415,0.271496796514839,-5.52146091786225
"7",0.305761628085747,0.165008730787715,0.135341875487939,-6.4377516497364
"8",0.149477803148329,0.11790271516862,0.935628122650087,-5.47267075369281
"9",0.690273546846583,0.105010519175151,0.137703298125416,-4.96184512992682
"10",0.19100942579098,0.150015575120107,0.262974719051272,-6.90775527898214
"11",0.295904309721664,0.170431852564886,0.0848625425714999,-7.13089883029635
"12",0.415636620484293,0.140007291254936,0.309683295665309,-5.99146454710798
"13",0.802231258014217,0.0934017538565477,0.203992872964591,-4.3428059215206
"14",0.377012671437114,0.139169211087958,0.277459187665954,-7.01311579463996
"15",0.178226668387651,0.144193114782258,0.31174752349034,-7.01311579463996
"","V1","V2","V3","V4"
"1",0.417709784582257,0.136151014218197,0.243851724080741,-7.01311579463996
"2",0.220545915421098,0.156090676991692,0.832072227494791,-6.4377516497364
"3",0.587551759323105,0.10277854769823,0.237178752431646,-6.72543372218818
"4",0.520352494437248,0.144013079255148,0.154321556212381,-5.99146454710798
"5",0.808920084498823,0.119529892371843,0.146308991592377,-5.33913936106829
"6",0.257312971167266,0.113514485173746,0.560309377964586,-5.62682143352007
"7",0.541553032118827,0.130853519161694,0.233211589045823,-6.50229017087397
"8",0.471058081369847,0.112161105470557,0.130583977326751,-5.91450350597185
"9",0.609705387614667,0.0750247720875349,0.293501343112439,-6.16581793425276
"10",0.262804159428924,0.129321201278256,0.603730731876567,-7.01311579463996
"11",0.335069919936359,0.09697232510567,0.443452515639365,-6.16581793425276
"12",0.790059276856482,0.0966721408893074,0.193322208942845,-5.62682143352007
"13",0.195341267623007,0.160497278899508,0.90629456564784,-7.13089883029635
"14",0.332865540636703,0.132622656669532,0.531629550736398,-7.13089883029635
"15",0.614701898302883,0.121671819898163,0.111409682780504,-5.33913936106829
"","V1","V2","V3","V4"
"1",0.163687097141519,0.0970109335401702,0.843220717273653,-7.13089883029635
"2",0.174477458000183,0.125064036080039,0.918560954974964,-5.65499231048677
"3",0.241978426463902,0.124588885684623,0.541068656370044,-5.80914299031403
"4",0.140146454796195,0.109898968188256,0.828405353473499,-7.01311579463996
"5",0.316544997273013,0.109240471080892,0.639137607999146,-7.82404601085629
"6",0.896640574093908,0.108691168168851,0.121788726421073,-4.17338776956255
"7",0.334050021599978,0.127194780125513,0.393046465469524,-6.72543372218818
"8",0.256161545868963,0.126347091313309,0.705865892581642,-6.21460809842219
"9",0.194621884729713,0.118422878412588,0.767088399967179,-5.74460446917646
"10",0.342593849636614,0.104061109964504,0.459067582851276,-6.72543372218818
"11",0.853915256913751,0.0525932333962885,0.174320990219712,-3.96859335691654
"12",0.198701271787286,0.129286857828977,0.859738879837096,-7.60090245954208
"13",0.258140495279804,0.127040110026985,0.687406591372564,-4.96184512992682
"14",0.771234947256744,0.12928093502211,0.0858628039713949,-5.65499231048677
"15",0.206214952282608,0.142310562760866,0.254603237379342,-7.13089883029635
"","V1","V2","V3","V4"
"1",0.384746575960889,0.137735608013334,0.279919261811301,-6.50229017087397
"2",0.221888792933896,0.13170566992355,0.185200072359294,-6.03228654162824
"3",0.612203719560057,0.126427616622198,0.250028042122722,-6.72543372218818
"4",0.182393479859456,0.127631045908234,0.854321161285043,-7.13089883029635
"5",0.153663321165368,0.137547203524849,0.451046250294894,-7.01311579463996
"6",0.700745529029518,0.121822353068233,0.215547958388925,-6.03228654162824
"7",0.832962223095819,0.114474713472681,0.12933347071521,-4.8665349501225
"8",0.941184765426442,0.123295637553117,0.140746087534353,-4.8665349501225
"9",0.970025388058275,0.11017759043723,0.087632667273283,-4.60517018598809
"10",0.438856783555821,0.13059254618536,0.105904433876276,-6.31996861408002
"11",0.194140755338594,0.164401137083331,0.65867573581636,-8.51719319141624
"12",0.213370327139273,0.15892088672519,0.447295989142731,-6.03228654162824
"13",0.994122891919687,0.128772838810498,0.16092607867904,-5.9522438339547
"14",0.257494879886508,0.159895503357025,0.0908317142166197,-6.03228654162824
"15",0.29287795140408,0.12677008129147,0.326486077858135,-6.21460809842219
"","V1","V2","V3","V4"
"1",0.238715569954365,0.155386837545038,0.792430682340637,-6.90775527898214
"2",0.785147944930941,0.134564636744954,0.0791988808196038,-4.8665349501225
"3",0.1860211645253,0.145010858297965,0.446213810937479,-6.50229017087397
"4",0.25960841588676,0.115994535993988,0.725872195092961,-7.60090245954208
"5",0.693085529142991,0.0944849272612951,0.158768800087273,-5.52146091786225
"6",0.871687938459218,0.127619614299085,0.115691862767562,-4.24749574171627
"7",0.55067546130158,0.089006782958103,0.179022229276597,-5.87813586180098
"8",0.301638515200466,0.169928753369697,0.171636550221592,-6.90775527898214
"9",0.207433254690841,0.139339587269581,0.355333961779252,-6.72543372218818
"10",0.474612357327715,0.125060837789289,0.26427101274021,-5.91450350597185
"11",0.291914328467101,0.135051147605983,0.333339591277763,-5.52146091786225
"12",0.871649263892323,0.108668298039305,0.0832075371872634,-5.33913936106829
"13",0.573370764730498,0.125152438186049,0.198071393650025,-5.99146454710798
"14",0.248193390667439,0.152119613417932,0.651357762282714,-5.87813586180098
"15",0.389256796101108,0.11335683039754,0.299663880374283,-6.03228654162824
"","V1","V2","V3","V4"
"1",0.187479928135872,0.105807809325133,0.713578624185175,-6.90775527898214
"2",0.133023123256862,0.124008400523811,0.253119263797998,-7.01311579463996
"3",0.239779334049672,0.102656575805921,0.607942123198882,-6.03228654162824
"4",0.821670117089525,0.127426827025512,0.0987841137684882,-4.64599218050835
"5",0.169557980494574,0.160220806434778,0.184673771029338,-6.90775527898214
"6",0.840741057414562,0.0945908112282423,0.115608093561605,-4.52820914485196
"7",0.938088756753132,0.107709815166431,0.181891522370279,-6.37712702791997
"8",0.169284341158345,0.1133857831342,0.836946298601106,-5.91450350597185
"9",0.804375071078539,0.132078060235939,0.165735531365499,-5.31852007386556
"10",0.984512911411002,0.118337650815782,0.115599882556126,-3.96859335691654
"11",0.948904681252316,0.127048176517353,0.0883749013300985,-5.11599580975408
"12",0.166326386388391,0.130918251683962,0.914516918361187,-7.41858090274813
"13",0.232055191183463,0.12636077926981,0.728612179169431,-6.4377516497364
"14",0.247516562696546,0.099123534962626,0.465800536330789,-6.4377516497364
"15",0.222121254308149,0.107639161092843,0.568533967481926,-6.4377516497364
"","V1","V2","V3","V4"
"1",0.307447850238532,0.109029360950809,0.289015137823299,-7.60090245954208
"2",0.644601217471063,0.141411399207591,0.12966586323455,-6.4377516497364
"3",0.22232892876491,0.182340448107757,0.186100149992853,-5.99146454710798
"4",0.697654531337321,0.128218304926811,0.0934315591584891,-7.41858090274813
"5",0.522449328564107,0.110770205971537,0.227113188011572,-5.65499231048677
"6",0.971515151206404,0.124072059407121,0.0484739937819541,-6.64539101451465
"7",0.737613247241825,0.0980643572845535,0.154120816849172,-5.87813586180098
"8",0.406777576776221,0.0710420817522891,0.343430528184399,-5.65499231048677
"9",0.962957821553573,0.119470839743734,0.146159096620977,-5.54677872584654
"10",0.504076686687768,0.147300890551501,0.157188810873777,-5.7138328105097
"11",0.848521947860718,0.108924605229577,0.136421155650169,-5.42615073805792
"12",0.193170214770362,0.124946835359686,0.767992267385125,-6.4377516497364
"13",0.791681984206662,0.119734322667138,0.105198996141553,-4.17338776956255
"14",0.70942365960218,0.14281181840989,0.0758057825732976,-5.99146454710798
"15",0.174170240061358,0.137848204544241,0.726612593280151,-5.62682143352007
"","V1","V2","V3","V4"
"1",0.762716996483505,0.10833351782478,0.206112205283716,-5.65499231048677
"2",0.940831628162414,0.0969480781420513,0.137356796767563,-4.30506559353775
"3",0.625217890832573,0.0783433244850293,0.269793480634689,-5.47267075369281
"4",0.308413725811988,0.14027374904472,0.251171790994704,-6.72543372218818
"5",0.234167459886521,0.124248089843571,0.485874945763499,-6.72543372218818
"6",0.380930424667895,0.125216423500535,0.151045409962535,-5.65499231048677
"7",0.799865087494254,0.124191750585483,0.134140172740445,-5.52146091786225
"8",0.250811222009361,0.143374824273792,0.460271792253479,-6.81244509917781
"9",0.448787415632978,0.0919774301477345,0.251328194281086,-6.4377516497364
"10",0.739674024749547,0.134451639622383,0.0884076599031687,-6.21460809842219
"11",0.251573810586706,0.115985361653868,0.729523714398965,-6.81244509917781
"12",0.24223562842235,0.139440024307717,0.682676192605868,-7.13089883029635
"13",0.405045780353248,0.107360195111865,0.35114953527227,-5.91450350597185
"14",0.274007853120565,0.121775428817064,0.487325596390292,-6.03228654162824
"15",0.26094884891063,0.13432481042147,0.273186303908005,-6.72543372218818
"","V1","V2","V3","V4"
"1",0.250454852590337,0.114570161349385,0.395436800550669,-7.13089883029635
"2",0.197394155198708,0.177444572342251,0.058350040577352,-6.4377516497364
"3",0.159593345830217,0.122777639481828,0.86061960295774,-7.13089883029635
"4",0.173148999223486,0.106790605728922,0.983003580709919,-6.72543372218818
"5",0.724399678874761,0.124582818154679,0.0865986258722842,-5.87813586180098
"6",0.535847100894898,0.124646214784603,0.0608831248246133,-6.81244509917781
"7",0.264364251866937,0.145228855807229,0.500651763752103,-6.11929791861787
"8",0.258411119226366,0.111607347540542,0.618107224348933,-7.13089883029635
"9",0.209661914268509,0.144662168133205,0.0825786904897541,-6.4377516497364
"10",0.305202240822837,0.123337471317595,0.401068431558087,-6.21460809842219
"11",0.268035497050732,0.124328963811583,0.545965313678607,-7.01311579463996
"12",0.303484288509935,0.114947872551297,0.406811936292797,-6.57128304236092
"13",0.273302987916395,0.173734128070347,0.15776374633424,-7.82404601085629
"14",0.828426020219922,0.12086838470823,0.176694309106097,-6.4377516497364
"15",0.533072429010645,0.139921487153143,0.105527421925217,-6.21460809842219
"","V1","V2","V3","V4"
"1",0.228753433562815,0.114505764100302,0.71942365844734,-5.87813586180098
"2",0.20870760595426,0.120323873768276,0.697802971117198,-6.50229017087397
"3",0.844246545108035,0.104956229982683,0.154908146476373,-4.26869794936688
